epoch,fold,macro_test,policy_test,macro_val,policy_val,dataset,policy_val_f1macro,policy_val_f1weighted
5,1,0.7524,0.6063,0.7831,0.5628,coded_tweets-AND-small-ar,0.5152,0.6136
6,1,0.7524,0.6063,0.7831,0.5628,coded_tweets-AND-small-ar,0.5152,0.6136
1,2,0.704,0.4124,0.746,0.3382,coded_tweets-AND-small-ar,0.2594,0.3837
2,2,0.7265,0.5928,0.7544,0.5531,coded_tweets-AND-small-ar,0.4371,0.5624
3,2,0.7458,0.5794,0.7727,0.5314,coded_tweets-AND-small-ar,0.4566,0.5692
4,2,0.7376,0.6206,0.7652,0.5882,coded_tweets-AND-small-ar,0.5305,0.6209
5,2,0.74,0.6134,0.7764,0.5906,coded_tweets-AND-small-ar,0.5373,0.6329
6,2,0.74,0.6134,0.7764,0.5906,coded_tweets-AND-small-ar,0.5373,0.6329
1,3,0.6517,0.332,0.7136,0.2476,coded_tweets-AND-small-ar,0.1322,0.2547
2,3,0.718,0.5768,0.7416,0.5278,coded_tweets-AND-small-ar,0.3936,0.5186
3,3,0.7502,0.5481,0.7788,0.4638,coded_tweets-AND-small-ar,0.4272,0.5219
4,3,0.7483,0.6293,0.7622,0.5882,coded_tweets-AND-small-ar,0.4926,0.6119
5,3,0.7675,0.6234,0.7769,0.5399,coded_tweets-AND-small-ar,0.489,0.5896
6,3,0.7675,0.6234,0.7769,0.5399,coded_tweets-AND-small-ar,0.489,0.5896
7,3,0.7675,0.6234,0.7769,0.5399,coded_tweets-AND-small-ar,0.489,0.5896
8,3,0.7675,0.6234,0.7769,0.5399,coded_tweets-AND-small-ar,0.489,0.5896
1,1,0.6155,0.1399,0.6903,0.1329,coded_tweets-AND-smaller-ar,0.0627,0.1504
2,1,0.6849,0.5074,0.7153,0.5314,coded_tweets-AND-smaller-ar,0.3833,0.5143
3,1,0.7262,0.5532,0.7482,0.5459,coded_tweets-AND-smaller-ar,0.4515,0.5599
4,1,0.7516,0.5446,0.7863,0.5507,coded_tweets-AND-smaller-ar,0.4962,0.5948
5,1,0.7579,0.5767,0.7855,0.5652,coded_tweets-AND-smaller-ar,0.5196,0.6108
6,1,0.7579,0.5767,0.7855,0.5652,coded_tweets-AND-smaller-ar,0.5196,0.6108
7,1,0.7579,0.5767,0.7855,0.5652,coded_tweets-AND-smaller-ar,0.5196,0.6108
8,1,0.7579,0.5767,0.7855,0.5652,coded_tweets-AND-smaller-ar,0.5196,0.6108
1,2,0.634,0.2031,0.6927,0.2053,coded_tweets-AND-smaller-ar,0.0745,0.1651
2,2,0.6939,0.4756,0.7239,0.4517,coded_tweets-AND-smaller-ar,0.3252,0.4447
3,2,0.7272,0.572,0.7444,0.535,coded_tweets-AND-smaller-ar,0.4386,0.5593
4,2,0.7357,0.5231,0.7714,0.5205,coded_tweets-AND-smaller-ar,0.4551,0.5649
5,2,0.7394,0.5476,0.7689,0.535,coded_tweets-AND-smaller-ar,0.4906,0.5799
6,2,0.7394,0.5476,0.7689,0.535,coded_tweets-AND-smaller-ar,0.4906,0.5799
1,3,0.6769,0.3572,0.7066,0.3176,coded_tweets-AND-smaller-ar,0.1773,0.2863
2,3,0.7304,0.5043,0.7553,0.4734,coded_tweets-AND-smaller-ar,0.3463,0.4693
3,3,0.7309,0.5328,0.7594,0.5254,coded_tweets-AND-smaller-ar,0.4342,0.5511
4,3,0.7569,0.5328,0.7826,0.5121,coded_tweets-AND-smaller-ar,0.4711,0.568
5,3,0.75,0.5637,0.7822,0.5556,coded_tweets-AND-smaller-ar,0.5107,0.6037
6,3,0.75,0.5637,0.7822,0.5556,coded_tweets-AND-smaller-ar,0.5107,0.6037
