epoch,fold,macro_test,policy_test,macro_val,policy_val,dataset,policy_val_f1macro,policy_val_f1weighted
1,3,0.2418,0.2423,0.1583,0.1127,coded_tweets-AND-smallCAP,0.0119,0.0277
2,3,0.418,0.4088,0.4771,0.2316,coded_tweets-AND-smallCAP,0.1387,0.1824
3,3,0.5412,0.5343,0.5302,0.3504,coded_tweets-AND-smallCAP,0.269,0.3006
4,3,0.5929,0.581,0.5292,0.4078,coded_tweets-AND-smallCAP,0.3495,0.363
5,3,0.615,0.6058,0.5625,0.4549,coded_tweets-AND-smallCAP,0.4552,0.4497
6,3,0.6411,0.6423,0.5688,0.4795,coded_tweets-AND-smallCAP,0.4768,0.4939
7,3,0.645,0.638,0.5969,0.4734,coded_tweets-AND-smallCAP,0.5088,0.4904
8,3,0.645,0.638,0.5969,0.4734,coded_tweets-AND-smallCAP,0.5088,0.4904
9,3,0.645,0.638,0.5969,0.4734,coded_tweets-AND-smallCAP,0.5088,0.4904
10,3,0.645,0.638,0.5969,0.4734,coded_tweets-AND-smallCAP,0.5088,0.4904
1,1,0.1512,0.0618,0.4708,0.0143,coded_tweets-AND-smallerCAP,0.0067,0.0169
2,1,0.2818,0.1962,0.4917,0.1004,coded_tweets-AND-smallerCAP,0.0429,0.0779
3,1,0.412,0.3774,0.4844,0.2111,coded_tweets-AND-smallerCAP,0.1166,0.1599
4,1,0.4659,0.4755,0.4125,0.3053,coded_tweets-AND-smallerCAP,0.2657,0.264
5,1,0.4813,0.533,0.35,0.375,coded_tweets-AND-smallerCAP,0.3667,0.3225
6,1,0.5247,0.5522,0.501,0.3463,coded_tweets-AND-smallerCAP,0.3592,0.3154
7,1,0.5316,0.5629,0.5167,0.375,coded_tweets-AND-smallerCAP,0.3892,0.3411
8,1,0.5316,0.5629,0.5167,0.375,coded_tweets-AND-smallerCAP,0.3892,0.3411
9,1,0.5316,0.5629,0.5167,0.375,coded_tweets-AND-smallerCAP,0.3892,0.3411
10,1,0.5316,0.5629,0.5167,0.375,coded_tweets-AND-smallerCAP,0.3892,0.3411
1,2,0.2035,0.1371,0.4583,0.1004,coded_tweets-AND-smallerCAP,0.0189,0.043
2,2,0.412,0.3776,0.4854,0.209,coded_tweets-AND-smallerCAP,0.1668,0.1395
3,2,0.4973,0.4662,0.5625,0.3279,coded_tweets-AND-smallerCAP,0.3353,0.3064
4,2,0.5741,0.5485,0.5458,0.3709,coded_tweets-AND-smallerCAP,0.3258,0.3377
5,2,0.5741,0.5464,0.5521,0.3811,coded_tweets-AND-smallerCAP,0.3984,0.3734
6,2,0.5984,0.5738,0.5906,0.4262,coded_tweets-AND-smallerCAP,0.4346,0.4311
7,2,0.593,0.5823,0.5719,0.4303,coded_tweets-AND-smallerCAP,0.4357,0.4251
8,2,0.593,0.5823,0.5719,0.4303,coded_tweets-AND-smallerCAP,0.4357,0.4251
9,2,0.593,0.5823,0.5719,0.4303,coded_tweets-AND-smallerCAP,0.4357,0.4251
10,2,0.593,0.5823,0.5719,0.4303,coded_tweets-AND-smallerCAP,0.4357,0.4251
1,3,0.1684,0.1172,0.4656,0.0082,coded_tweets-AND-smallerCAP,0.0061,0.0153
2,3,0.3648,0.341,0.5292,0.1516,coded_tweets-AND-smallerCAP,0.1134,0.1311
3,3,0.4203,0.4142,0.5531,0.2336,coded_tweets-AND-smallerCAP,0.1984,0.2241
4,3,0.5037,0.5209,0.5646,0.3361,coded_tweets-AND-smallerCAP,0.3388,0.3144
5,3,0.5858,0.5858,0.5698,0.4508,coded_tweets-AND-smallerCAP,0.4212,0.4605
6,3,0.5928,0.5941,0.6115,0.4652,coded_tweets-AND-smallerCAP,0.4371,0.4861
7,3,0.57,0.5753,0.6052,0.4283,coded_tweets-AND-smallerCAP,0.4236,0.4402
8,3,0.57,0.5753,0.6052,0.4283,coded_tweets-AND-smallerCAP,0.4236,0.4402
9,3,0.57,0.5753,0.6052,0.4283,coded_tweets-AND-smallerCAP,0.4236,0.4402
10,3,0.57,0.5753,0.6052,0.4283,coded_tweets-AND-smallerCAP,0.4236,0.4402
1,1,0.8089,0.8128,0.2521,0.4959,coded_tweets-AND-ar,0.4566,0.4652
2,1,0.8303,0.8343,0.274,0.5389,coded_tweets-AND-ar,0.5429,0.543
3,1,0.844,0.8473,0.3531,0.5779,coded_tweets-AND-ar,0.5517,0.5752
4,1,0.8477,0.8499,0.3833,0.5697,coded_tweets-AND-ar,0.5314,0.5735
5,1,0.8477,0.85,0.399,0.5451,coded_tweets-AND-ar,0.5121,0.5404
6,1,0.8536,0.8558,0.3823,0.5574,coded_tweets-AND-ar,0.5158,0.5594
1,2,0.8045,0.8089,0.2344,0.4611,coded_tweets-AND-ar,0.4649,0.4019
2,2,0.834,0.8394,0.2667,0.5246,coded_tweets-AND-ar,0.5379,0.513
3,2,0.8366,0.842,0.3146,0.5697,coded_tweets-AND-ar,0.5237,0.5685
4,2,0.8414,0.8463,0.3583,0.5512,coded_tweets-AND-ar,0.5054,0.5472
5,2,0.8458,0.85,0.4125,0.5553,coded_tweets-AND-ar,0.5286,0.5594
1,3,0.8195,0.8251,0.2385,0.4693,coded_tweets-AND-ar,0.4565,0.4021
2,3,0.838,0.8439,0.2667,0.5246,coded_tweets-AND-ar,0.5324,0.5151
3,3,0.8353,0.8405,0.2854,0.5615,coded_tweets-AND-ar,0.5306,0.5595
4,3,0.8399,0.8444,0.2958,0.5697,coded_tweets-AND-ar,0.5153,0.569
5,3,0.8492,0.8552,0.3177,0.5697,coded_tweets-AND-ar,0.526,0.571
1,1,0.3307,0.3565,0.0917,0.1803,coded_tweets-AND-small-ar,0.0656,0.0817
2,1,0.5686,0.608,0.2396,0.375,coded_tweets-AND-small-ar,0.2709,0.2959
3,1,0.6367,0.6672,0.3281,0.3996,coded_tweets-AND-small-ar,0.3221,0.3309
4,1,0.6706,0.6938,0.3646,0.3996,coded_tweets-AND-small-ar,0.3271,0.3415
5,1,0.6871,0.7115,0.4354,0.4324,coded_tweets-AND-small-ar,0.341,0.4029
6,1,0.6953,0.7175,0.426,0.4549,coded_tweets-AND-small-ar,0.3702,0.4412
7,1,0.6923,0.7204,0.4469,0.4549,coded_tweets-AND-small-ar,0.3726,0.4461
8,1,0.6923,0.7204,0.4469,0.4549,coded_tweets-AND-small-ar,0.3726,0.4461
9,1,0.6923,0.7204,0.4469,0.4549,coded_tweets-AND-small-ar,0.3726,0.4461
10,1,0.6923,0.7204,0.4469,0.4549,coded_tweets-AND-small-ar,0.3726,0.4461
1,2,0.2079,0.2204,0.0688,0.1352,coded_tweets-AND-small-ar,0.0316,0.0481
2,2,0.4596,0.4964,0.1406,0.2684,coded_tweets-AND-small-ar,0.1535,0.1897
3,2,0.5664,0.6088,0.274,0.3975,coded_tweets-AND-small-ar,0.2957,0.3413
4,2,0.6259,0.6555,0.4073,0.457,coded_tweets-AND-small-ar,0.356,0.4413
5,2,0.6471,0.6701,0.4531,0.4959,coded_tweets-AND-small-ar,0.3868,0.4902
6,2,0.6636,0.6905,0.4625,0.5082,coded_tweets-AND-small-ar,0.3858,0.5108
7,2,0.6745,0.6949,0.4979,0.5123,coded_tweets-AND-small-ar,0.4002,0.523
8,2,0.6745,0.6949,0.4979,0.5123,coded_tweets-AND-small-ar,0.4002,0.523
9,2,0.6745,0.6949,0.4979,0.5123,coded_tweets-AND-small-ar,0.4002,0.523
10,2,0.6745,0.6949,0.4979,0.5123,coded_tweets-AND-small-ar,0.4002,0.523
1,3,0.1892,0.2061,0.0677,0.1332,coded_tweets-AND-small-ar,0.027,0.0498
2,3,0.5074,0.538,0.1604,0.3094,coded_tweets-AND-small-ar,0.1669,0.2145
3,3,0.6263,0.614,0.3781,0.3689,coded_tweets-AND-small-ar,0.2497,0.2927
4,3,0.6693,0.6652,0.4177,0.4037,coded_tweets-AND-small-ar,0.3283,0.3503
5,3,0.6888,0.6871,0.4135,0.4283,coded_tweets-AND-small-ar,0.3782,0.3803
6,3,0.6862,0.6871,0.399,0.4242,coded_tweets-AND-small-ar,0.3634,0.3815
7,3,0.6953,0.6915,0.4844,0.4467,coded_tweets-AND-small-ar,0.3809,0.4277
8,3,0.6953,0.6915,0.4844,0.4467,coded_tweets-AND-small-ar,0.3809,0.4277
9,3,0.6953,0.6915,0.4844,0.4467,coded_tweets-AND-small-ar,0.3809,0.4277
10,3,0.6953,0.6915,0.4844,0.4467,coded_tweets-AND-small-ar,0.3809,0.4277
1,1,0.1636,0.1705,0.0427,0.084,coded_tweets-AND-smaller-ar,0.015,0.0304
2,1,0.3825,0.3659,0.3771,0.2234,coded_tweets-AND-smaller-ar,0.0963,0.1344
3,1,0.5249,0.5322,0.4354,0.377,coded_tweets-AND-smaller-ar,0.2763,0.3212
4,1,0.5405,0.5509,0.4604,0.4385,coded_tweets-AND-smaller-ar,0.3382,0.4167
5,1,0.5718,0.5842,0.4938,0.4775,coded_tweets-AND-smaller-ar,0.3594,0.4756
6,1,0.6047,0.6258,0.4969,0.5164,coded_tweets-AND-smaller-ar,0.4149,0.5162
7,1,0.6082,0.6279,0.5156,0.5123,coded_tweets-AND-smaller-ar,0.4056,0.5152
8,1,0.6082,0.6279,0.5156,0.5123,coded_tweets-AND-smaller-ar,0.4056,0.5152
9,1,0.6082,0.6279,0.5156,0.5123,coded_tweets-AND-smaller-ar,0.4056,0.5152
10,1,0.6082,0.6279,0.5156,0.5123,coded_tweets-AND-smaller-ar,0.4056,0.5152
1,2,0.1929,0.1674,0.3542,0.1086,coded_tweets-AND-smaller-ar,0.0223,0.0459
2,2,0.4037,0.364,0.4667,0.248,coded_tweets-AND-smaller-ar,0.1631,0.2073
3,2,0.4923,0.477,0.4521,0.3525,coded_tweets-AND-smaller-ar,0.2633,0.2971
4,2,0.5149,0.5084,0.4594,0.3668,coded_tweets-AND-smaller-ar,0.2913,0.319
5,2,0.534,0.5397,0.4062,0.4037,coded_tweets-AND-smaller-ar,0.3172,0.3435
6,2,0.5548,0.5628,0.4479,0.418,coded_tweets-AND-smaller-ar,0.3492,0.3584
7,2,0.5687,0.5795,0.4844,0.4283,coded_tweets-AND-smaller-ar,0.3649,0.3885
8,2,0.5687,0.5795,0.4844,0.4283,coded_tweets-AND-smaller-ar,0.3649,0.3885
9,2,0.5687,0.5795,0.4844,0.4283,coded_tweets-AND-smaller-ar,0.3649,0.3885
10,2,0.5687,0.5795,0.4844,0.4283,coded_tweets-AND-smaller-ar,0.3649,0.3885
1,3,0.2224,0.2542,0.0906,0.1455,coded_tweets-AND-smaller-ar,0.0237,0.0482
2,3,0.4014,0.3845,0.4427,0.2541,coded_tweets-AND-smaller-ar,0.1492,0.1713
3,3,0.5492,0.5483,0.5229,0.3463,coded_tweets-AND-smaller-ar,0.2584,0.303
4,3,0.5787,0.5924,0.5375,0.4201,coded_tweets-AND-smaller-ar,0.3414,0.3961
5,3,0.5943,0.6282,0.4854,0.4918,coded_tweets-AND-smaller-ar,0.3774,0.4842
6,3,0.6082,0.6387,0.4979,0.502,coded_tweets-AND-smaller-ar,0.3921,0.4949
7,3,0.5959,0.6324,0.5719,0.5041,coded_tweets-AND-smaller-ar,0.4034,0.5108
8,3,0.5959,0.6324,0.5719,0.5041,coded_tweets-AND-smaller-ar,0.4034,0.5108
9,3,0.5959,0.6324,0.5719,0.5041,coded_tweets-AND-smaller-ar,0.4034,0.5108
10,3,0.5959,0.6324,0.5719,0.5041,coded_tweets-AND-smaller-ar,0.4034,0.5108
1,1,0.7992,0.8004,0.524,0.5184,coded_tweets-AND-other-coded-tweets,0.5706,0.5338
2,1,0.8111,0.8119,0.5656,0.5123,coded_tweets-AND-other-coded-tweets,0.5867,0.5256
3,1,0.812,0.8122,0.5854,0.4857,coded_tweets-AND-other-coded-tweets,0.5615,0.5249
