state,party,day,stateleg_mentions,stateleg_mentions_dem,stateleg_mentions_rep,stateleg_mentions_dem_samestate,stateleg_mentions_rep_samestate,stateleg_mentions_samestate,stateleg_mentions_samestate_sameparty
TX,democrat,2018-08-10,1,1,0,0,0,0,0
TX,democrat,2018-11-15,12,7,5,0,5,5,0
TX,democrat,2018-07-16,0,0,0,0,0,0,0
TX,democrat,2018-11-25,2,1,1,0,0,0,0
TX,democrat,2018-10-05,8,2,6,2,5,7,2
TX,democrat,2018-07-15,8,8,0,2,0,2,2
TX,democrat,2018-05-13,3,3,0,2,0,2,2
TX,democrat,2018-05-11,2,2,0,0,0,0,0
TX,democrat,2018-08-21,2,2,0,0,0,0,0
TX,democrat,2018-08-25,0,0,0,0,0,0,0
TX,democrat,2018-05-22,12,10,2,1,0,1,1
TX,democrat,2018-12-28,8,8,0,8,0,8,8
TX,democrat,2018-01-16,4,4,0,0,0,0,0
TX,democrat,2018-02-02,11,11,0,7,0,7,7
TX,democrat,2018-06-20,4,4,0,3,0,3,3
TX,democrat,2018-07-30,2,2,0,1,0,1,1
TX,democrat,2018-03-29,3,3,0,1,0,1,1
TX,democrat,2018-10-21,0,0,0,0,0,0,0
TX,democrat,2018-09-05,1,1,0,0,0,0,0
TX,democrat,2018-05-30,7,7,0,4,0,4,4
TX,democrat,2018-09-11,1,1,0,0,0,0,0
TX,democrat,2018-08-31,2,2,0,0,0,0,0
TX,democrat,2018-06-13,1,1,0,0,0,0,0
TX,democrat,2018-10-19,5,5,0,0,0,0,0
TX,democrat,2018-06-29,0,0,0,0,0,0,0
TX,democrat,2018-07-27,1,1,0,0,0,0,0
TX,democrat,2018-03-09,2,1,1,0,0,0,0
TX,democrat,2018-01-06,1,1,0,0,0,0,0
TX,democrat,2018-03-25,6,6,0,1,0,1,1
TX,democrat,2018-07-31,0,0,0,0,0,0,0
TX,democrat,2018-03-18,1,1,0,0,0,0,0
TX,democrat,2018-03-19,3,3,0,2,0,2,2
TX,democrat,2018-03-21,11,10,1,4,0,4,4
TX,democrat,2018-10-16,2,2,0,2,0,2,2
TX,democrat,2018-04-19,6,6,0,2,0,2,2
TX,democrat,2018-12-20,5,4,1,1,1,2,1
TX,democrat,2018-07-12,3,3,0,2,0,2,2
TX,democrat,2018-03-14,8,8,0,1,0,1,1
TX,democrat,2018-06-22,0,0,0,0,0,0,0
TX,democrat,2018-06-19,1,1,0,0,0,0,0
TX,democrat,2018-09-07,3,1,2,1,2,3,1
TX,democrat,2018-08-04,2,2,0,0,0,0,0
TX,democrat,2018-01-28,3,3,1,1,0,1,1
TX,democrat,2018-02-06,14,13,1,1,1,2,1
TX,democrat,2018-11-02,12,11,1,5,1,6,5
TX,democrat,2018-10-12,0,0,0,0,0,0,0
TX,democrat,2018-09-26,1,1,0,1,0,1,1
TX,democrat,2018-07-11,1,1,0,0,0,0,0
TX,democrat,2018-04-05,5,4,1,1,0,1,1
TX,democrat,2018-02-15,9,8,1,5,0,5,5
TX,democrat,2018-04-28,5,5,0,0,0,0,0
TX,democrat,2018-01-14,6,2,5,1,4,5,1
TX,democrat,2018-09-25,0,0,0,0,0,0,0
TX,democrat,2018-12-18,0,0,0,0,0,0,0
TX,democrat,2018-11-17,20,20,0,3,0,3,3
TX,democrat,2018-09-14,6,4,2,3,2,5,3
TX,democrat,2018-11-01,9,9,0,6,0,6,6
TX,democrat,2018-02-27,3,2,1,2,0,2,2
TX,democrat,2018-02-28,5,3,2,0,1,1,0
TX,democrat,2018-01-22,6,5,1,0,1,1,0
TX,democrat,2018-04-16,6,6,0,1,0,1,1
TX,democrat,2018-12-01,11,10,1,7,0,7,7
TX,democrat,2018-12-09,4,3,1,0,0,0,0
TX,democrat,2018-09-19,1,1,0,1,0,1,1
TX,democrat,2018-01-02,1,1,0,0,0,0,0
TX,democrat,2018-05-12,3,3,0,2,0,2,2
TX,democrat,2018-10-07,1,1,0,0,0,0,0
TX,democrat,2018-04-17,4,4,0,1,0,1,1
TX,democrat,2018-04-18,6,6,0,3,0,3,3
TX,democrat,2018-12-04,7,7,0,2,0,2,2
TX,democrat,2018-10-02,4,3,1,3,1,4,3
TX,democrat,2018-10-10,1,1,0,1,0,1,1
TX,democrat,2018-01-17,10,8,2,0,1,1,0
TX,democrat,2018-04-04,5,4,1,0,1,1,0
TX,democrat,2018-12-06,10,9,1,5,0,5,5
TX,democrat,2018-01-11,14,10,4,4,4,8,4
TX,democrat,2018-09-27,2,2,0,1,0,1,1
TX,democrat,2018-02-20,5,3,2,1,0,1,1
TX,democrat,2018-11-30,12,11,1,4,0,4,4
TX,democrat,2018-04-07,3,3,0,1,0,1,1
TX,democrat,2018-03-13,5,4,1,0,0,0,0
TX,democrat,2018-01-29,8,8,0,3,0,3,3
TX,democrat,2018-06-10,3,2,1,0,1,1,0
TX,democrat,2018-02-26,4,3,1,1,1,2,1
TX,democrat,2018-09-02,0,0,0,0,0,0,0
TX,democrat,2018-12-11,7,6,1,3,0,3,3
TX,democrat,2018-11-18,13,13,0,6,0,6,6
TX,democrat,2018-04-27,2,2,0,0,0,0,0
TX,democrat,2018-03-16,10,10,0,7,0,7,7
TX,democrat,2018-11-16,10,10,0,1,0,1,1
TX,democrat,2018-11-07,37,33,4,26,4,30,26
TX,democrat,2018-04-08,3,3,0,0,0,0,0
TX,democrat,2018-03-05,6,3,3,2,0,2,2
TX,democrat,2018-11-27,10,9,1,5,0,5,5
TX,democrat,2018-05-03,5,2,3,0,1,1,0
TX,democrat,2018-07-18,4,3,1,2,1,3,2
TX,democrat,2018-04-29,3,2,1,1,1,2,1
TX,democrat,2018-01-23,6,6,0,2,0,2,2
TX,democrat,2018-07-22,0,0,0,0,0,0,0
TX,democrat,2018-04-22,5,4,2,3,1,4,3
TX,democrat,2018-01-03,2,2,0,0,0,0,0
TX,democrat,2018-12-26,3,3,0,2,0,2,2
TX,democrat,2018-10-28,11,10,1,10,1,11,10
TX,democrat,2018-07-29,5,4,1,3,0,3,3
TX,democrat,2018-11-26,7,7,0,6,0,6,6
TX,democrat,2018-08-26,0,0,0,0,0,0,0
TX,democrat,2018-02-01,11,9,2,4,0,4,4
TX,democrat,2018-02-07,15,12,3,6,3,9,6
TX,democrat,2018-05-19,16,4,12,1,11,12,1
TX,democrat,2018-01-04,11,9,2,1,0,1,1
TX,democrat,2018-10-29,8,8,0,6,0,6,6
TX,democrat,2018-02-17,4,3,1,3,0,3,3
TX,democrat,2018-03-22,11,9,2,1,2,3,1
TX,democrat,2018-12-08,7,5,2,1,2,3,1
TX,democrat,2018-04-02,7,4,3,2,0,2,2
TX,democrat,2018-03-11,3,3,0,2,0,2,2
TX,democrat,2018-05-02,6,5,1,1,1,2,1
TX,democrat,2018-02-18,7,3,4,0,0,0,0
TX,democrat,2018-08-02,1,1,0,0,0,0,0
TX,democrat,2018-07-09,0,0,0,0,0,0,0
TX,democrat,2018-08-01,3,3,0,0,0,0,0
TX,democrat,2018-04-26,6,6,0,2,0,2,2
TX,democrat,2018-04-23,3,3,0,1,0,1,1
TX,democrat,2018-10-22,5,5,0,3,0,3,3
TX,democrat,2018-05-17,9,8,1,3,0,3,3
TX,democrat,2018-02-21,10,5,5,0,0,0,0
TX,democrat,2018-11-08,17,13,4,9,2,11,9
TX,democrat,2018-11-09,6,6,0,3,0,3,3
TX,democrat,2018-02-13,11,6,5,1,2,3,1
TX,democrat,2018-05-21,3,3,0,2,0,2,2
TX,democrat,2018-04-09,8,8,0,3,0,3,3
TX,democrat,2018-02-09,6,5,1,1,0,1,1
TX,democrat,2018-09-17,1,1,0,0,0,0,0
TX,democrat,2018-06-02,2,2,0,2,0,2,2
TX,democrat,2018-06-23,2,2,0,1,0,1,1
TX,democrat,2018-04-10,7,7,0,1,0,1,1
TX,democrat,2018-03-02,1,0,1,0,1,1,0
TX,democrat,2018-07-14,1,0,1,0,1,1,0
TX,democrat,2018-03-27,11,11,0,1,0,1,1
TX,democrat,2018-11-11,11,9,2,5,2,7,5
TX,democrat,2018-12-21,5,4,1,3,1,4,3
TX,democrat,2018-07-17,2,2,0,2,0,2,2
TX,democrat,2018-10-17,1,1,0,1,0,1,1
TX,democrat,2018-06-16,1,1,0,1,0,1,1
TX,democrat,2018-03-20,4,2,2,1,0,1,1
TX,democrat,2018-03-01,2,2,0,0,0,0,0
TX,democrat,2018-01-10,5,5,0,1,0,1,1
TX,democrat,2018-06-15,2,1,1,1,0,1,1
TX,democrat,2018-11-20,12,12,0,4,0,4,4
TX,democrat,2018-12-14,17,17,0,8,0,8,8
TX,democrat,2018-08-09,2,2,0,1,0,1,1
TX,democrat,2018-10-20,1,1,0,1,0,1,1
TX,democrat,2018-08-07,1,1,0,0,0,0,0
TX,democrat,2018-09-16,0,0,0,0,0,0,0
TX,democrat,2018-07-20,2,1,1,1,0,1,1
TX,democrat,2018-10-23,3,3,0,3,0,3,3
TX,democrat,2018-01-08,11,11,0,3,0,3,3
TX,democrat,2018-01-15,2,2,0,1,0,1,1
TX,democrat,2018-02-12,17,12,6,5,1,6,5
TX,democrat,2018-08-19,2,1,1,1,1,2,1
TX,democrat,2018-02-11,2,2,0,1,0,1,1
TX,democrat,2018-07-24,5,5,0,0,0,0,0
TX,democrat,2018-05-24,5,4,1,1,1,2,1
TX,democrat,2018-03-30,18,17,2,0,0,0,0
TX,democrat,2018-10-08,0,0,0,0,0,0,0
TX,democrat,2018-02-08,6,1,5,0,1,1,0
TX,democrat,2018-10-15,3,3,0,1,0,1,1
TX,democrat,2018-07-23,9,8,1,1,0,1,1
TX,democrat,2018-01-21,4,4,0,1,0,1,1
TX,democrat,2018-02-19,5,4,1,2,0,2,2
TX,democrat,2018-08-29,3,3,0,0,0,0,0
TX,democrat,2018-05-18,6,2,4,1,4,5,1
TX,democrat,2018-02-03,4,4,0,0,0,0,0
TX,democrat,2018-06-03,21,21,0,0,0,0,0
TX,democrat,2018-08-30,1,1,0,0,0,0,0
TX,democrat,2018-09-30,1,1,0,1,0,1,1
TX,democrat,2018-03-08,3,2,1,2,0,2,2
TX,democrat,2018-11-21,4,4,0,1,0,1,1
TX,democrat,2018-03-04,15,10,5,8,0,8,8
TX,democrat,2018-05-31,8,6,2,4,2,6,4
TX,democrat,2018-11-28,3,3,0,2,0,2,2
TX,democrat,2018-07-02,3,3,0,3,0,3,3
TX,democrat,2018-11-03,16,16,0,13,0,13,13
TX,democrat,2018-03-23,5,3,2,1,0,1,1
TX,democrat,2018-11-29,15,3,13,2,11,13,2
TX,democrat,2018-03-31,7,7,0,0,0,0,0
TX,democrat,2018-08-08,1,1,0,0,0,0,0
TX,democrat,2018-12-22,1,0,1,0,1,1,0
TX,democrat,2018-09-08,1,1,0,1,0,1,1
TX,democrat,2018-09-24,2,1,1,1,1,2,1
TX,democrat,2018-10-01,1,1,0,0,0,0,0
TX,democrat,2018-09-20,1,1,0,0,0,0,0
TX,democrat,2018-08-28,0,0,0,0,0,0,0
TX,democrat,2018-12-15,3,3,0,1,0,1,1
TX,democrat,2018-08-06,0,0,0,0,0,0,0
TX,democrat,2018-12-02,6,4,2,3,0,3,3
TX,democrat,2018-11-12,10,9,1,1,0,1,1
TX,democrat,2018-06-25,1,1,0,0,0,0,0
TX,democrat,2018-12-27,3,3,0,3,0,3,3
TX,democrat,2018-08-18,7,5,2,3,2,5,3
TX,democrat,2018-07-26,0,0,0,0,0,0,0
TX,democrat,2018-01-09,10,8,2,2,1,3,2
TX,democrat,2018-03-24,4,4,0,2,0,2,2
TX,democrat,2018-11-19,5,4,1,1,0,1,1
TX,democrat,2018-12-23,0,0,0,0,0,0,0
TX,democrat,2018-07-19,1,1,0,0,0,0,0
TX,democrat,2018-05-09,10,9,1,0,0,0,0
TX,democrat,2018-07-04,0,0,0,0,0,0,0
TX,democrat,2018-07-13,1,1,0,0,0,0,0
TX,democrat,2018-02-14,11,8,3,4,0,4,4
TX,democrat,2018-01-30,7,4,3,2,0,2,2
TX,democrat,2018-11-14,14,12,2,3,2,5,3
TX,democrat,2018-04-11,18,18,0,2,0,2,2
TX,democrat,2018-04-03,6,6,0,4,0,4,4
TX,democrat,2018-10-27,15,13,2,12,2,14,12
TX,democrat,2018-06-18,1,1,0,1,0,1,1
TX,democrat,2018-05-29,3,3,0,0,0,0,0
TX,democrat,2018-10-26,10,9,1,4,1,5,4
TX,democrat,2018-05-25,4,3,1,0,0,0,0
TX,democrat,2018-06-17,1,1,0,1,0,1,1
TX,democrat,2018-06-14,0,0,0,0,0,0,0
TX,democrat,2018-01-27,3,3,0,0,0,0,0
TX,democrat,2018-04-13,0,0,0,0,0,0,0
TX,democrat,2018-05-27,2,1,1,0,1,1,0
TX,democrat,2018-08-27,4,4,0,2,0,2,2
TX,democrat,2018-10-14,0,0,0,0,0,0,0
TX,democrat,2018-05-16,6,5,1,4,0,4,4
TX,democrat,2018-09-13,2,0,2,0,2,2,0
TX,democrat,2018-12-17,2,2,0,1,0,1,1
TX,democrat,2018-04-06,6,5,1,2,0,2,2
TX,democrat,2018-05-20,8,6,3,3,1,4,3
TX,democrat,2018-10-30,10,9,1,6,1,7,6
TX,democrat,2018-12-12,8,8,0,1,0,1,1
TX,democrat,2018-12-13,8,8,0,4,0,4,4
TX,democrat,2018-12-10,4,2,2,0,2,2,0
TX,democrat,2018-11-13,19,11,8,5,7,12,5
TX,democrat,2018-09-12,0,0,0,0,0,0,0
TX,democrat,2018-05-26,5,5,0,3,0,3,3
TX,democrat,2018-09-03,8,7,1,5,1,6,5
TX,democrat,2018-09-28,2,2,0,1,0,1,1
TX,democrat,2018-05-15,3,3,0,1,0,1,1
TX,democrat,2018-08-16,0,0,0,0,0,0,0
TX,democrat,2018-10-18,1,1,0,0,0,0,0
TX,democrat,2018-06-27,3,3,0,3,0,3,3
TX,democrat,2018-03-17,13,13,0,11,0,11,11
TX,democrat,2018-09-06,1,0,1,0,0,0,0
TX,democrat,2018-09-09,0,0,0,0,0,0,0
TX,democrat,2018-05-04,1,1,0,0,0,0,0
TX,democrat,2018-02-25,3,2,1,1,0,1,1
TX,democrat,2018-08-03,3,3,0,0,0,0,0
TX,democrat,2018-09-04,1,1,0,1,0,1,1
TX,democrat,2018-03-28,3,3,0,1,0,1,1
TX,democrat,2018-09-21,3,3,0,1,0,1,1
TX,democrat,2018-03-06,10,4,7,1,1,2,1
TX,democrat,2018-03-26,4,4,0,2,0,2,2
TX,democrat,2018-04-25,10,9,1,3,1,4,3
TX,democrat,2018-01-12,8,6,2,0,1,1,0
TX,democrat,2018-08-13,0,0,0,0,0,0,0
TX,democrat,2018-02-22,13,4,9,0,0,0,0
TX,democrat,2018-10-03,1,1,0,0,0,0,0
TX,democrat,2018-07-10,1,1,0,1,0,1,1
TX,democrat,2018-09-01,1,1,0,0,0,0,0
TX,democrat,2018-11-05,14,14,0,12,0,12,12
TX,democrat,2018-04-12,14,14,0,2,0,2,2
TX,democrat,2018-08-17,5,3,2,1,2,3,1
TX,democrat,2018-07-21,2,2,1,0,0,0,0
TX,democrat,2018-03-15,5,3,2,0,0,0,0
TX,democrat,2018-12-30,5,3,2,3,2,5,3
TX,democrat,2018-08-23,3,3,0,2,0,2,2
TX,democrat,2018-05-07,10,7,3,0,1,1,0
TX,democrat,2018-12-16,4,4,0,2,0,2,2
TX,democrat,2018-07-25,3,2,1,1,1,2,1
TX,democrat,2018-08-24,0,0,0,0,0,0,0
TX,democrat,2018-10-25,9,8,1,6,1,7,6
TX,democrat,2018-11-22,3,3,0,2,0,2,2
TX,democrat,2018-01-20,10,9,1,4,1,5,4
TX,democrat,2018-02-05,8,8,0,1,0,1,1
TX,democrat,2018-08-20,0,0,0,0,0,0,0
TX,democrat,2018-07-08,3,3,0,0,0,0,0
TX,democrat,2018-11-23,2,2,0,2,0,2,2
TX,democrat,2018-07-01,0,0,0,0,0,0,0
TX,democrat,2018-12-25,2,2,0,2,0,2,2
TX,democrat,2018-10-31,11,10,1,3,1,4,3
TX,democrat,2018-06-07,5,4,1,1,1,2,1
TX,democrat,2018-01-24,16,15,1,0,0,0,0
AZ,republican,2018-05-23,3,0,3,0,0,0,0
AZ,republican,2018-04-20,4,0,4,0,2,2,2
AZ,republican,2018-05-05,3,2,1,1,1,2,1
AZ,republican,2018-12-07,5,4,1,4,0,4,0
AZ,republican,2018-09-29,2,2,0,0,0,0,0
AZ,republican,2018-11-04,1,0,1,0,0,0,0
AZ,republican,2018-12-19,4,4,0,3,0,3,0
AZ,republican,2018-12-03,1,0,1,0,0,0,0
AZ,republican,2018-08-22,0,0,0,0,0,0,0
AZ,republican,2018-01-05,1,0,1,0,0,0,0
AZ,republican,2018-01-25,1,1,0,1,0,1,0
AZ,republican,2018-02-04,3,0,3,0,3,3,3
AZ,republican,2018-02-10,2,0,2,0,2,2,2
AZ,republican,2018-04-21,1,0,1,0,0,0,0
AZ,republican,2018-05-10,0,0,0,0,0,0,0
AZ,republican,2018-01-13,3,0,3,0,2,2,2
AZ,republican,2018-06-04,10,1,9,0,5,5,5
AZ,republican,2018-06-30,0,0,0,0,0,0,0
AZ,republican,2018-07-07,3,0,3,0,3,3,3
AZ,republican,2018-11-06,3,0,3,0,3,3,3
AZ,republican,2018-10-13,0,0,0,0,0,0,0
AZ,republican,2018-08-15,0,0,0,0,0,0,0
AZ,republican,2018-08-11,0,0,0,0,0,0,0
AZ,republican,2018-06-28,0,0,0,0,0,0,0
AZ,republican,2018-01-18,1,0,1,0,0,0,0
AZ,republican,2018-06-08,1,1,0,1,0,1,0
AZ,republican,2018-06-26,0,0,0,0,0,0,0
AZ,republican,2018-01-07,0,0,0,0,0,0,0
AZ,republican,2018-08-12,0,0,0,0,0,0,0
AZ,republican,2018-01-26,7,5,2,5,1,6,1
AZ,republican,2018-05-14,2,2,0,1,0,1,0
AZ,republican,2018-05-08,9,9,0,8,0,8,0
AZ,republican,2018-03-12,1,0,1,0,0,0,0
AZ,republican,2018-06-09,0,0,0,0,0,0,0
AZ,republican,2018-05-06,4,4,0,4,0,4,0
AZ,republican,2018-09-22,0,0,0,0,0,0,0
AZ,republican,2018-10-11,1,0,1,0,0,0,0
AZ,republican,2018-06-21,0,0,0,0,0,0,0
AZ,republican,2018-04-30,21,19,2,19,1,20,1
AZ,republican,2018-08-05,0,0,0,0,0,0,0
AZ,republican,2018-03-03,0,0,0,0,0,0,0
AZ,republican,2018-05-28,3,3,0,3,0,3,0
AZ,republican,2018-01-31,5,0,5,0,1,1,1
AZ,republican,2018-05-01,3,2,1,2,1,3,1
AZ,republican,2018-03-10,1,0,1,0,0,0,0
AZ,republican,2018-07-06,0,0,0,0,0,0,0
AZ,republican,2018-06-05,5,1,4,0,2,2,2
AZ,republican,2018-10-06,5,0,5,0,5,5,5
AZ,republican,2018-06-11,2,1,1,1,0,1,0
AZ,republican,2018-07-05,0,0,0,0,0,0,0
AZ,republican,2018-12-05,2,1,1,1,0,1,0
AZ,republican,2018-01-19,3,0,3,0,2,2,2
AZ,republican,2018-08-14,0,0,0,0,0,0,0
AZ,republican,2018-09-18,0,0,0,0,0,0,0
AZ,republican,2018-12-24,1,0,1,0,1,1,1
AZ,republican,2018-11-24,0,0,0,0,0,0,0
AZ,republican,2018-10-24,1,0,1,0,0,0,0
AZ,republican,2018-12-29,2,1,1,0,1,1,1
AZ,republican,2018-04-15,0,0,0,0,0,0,0
AZ,republican,2018-03-07,6,0,6,0,1,1,1
AZ,republican,2018-02-24,3,1,2,1,2,3,2
AZ,republican,2018-10-04,1,0,1,0,1,1,1
AZ,republican,2018-07-03,0,0,0,0,0,0,0
AZ,republican,2018-06-24,0,0,0,0,0,0,0
AZ,republican,2018-09-23,0,0,0,0,0,0,0
AZ,republican,2018-06-01,2,0,2,0,2,2,2
AZ,republican,2018-02-23,2,0,2,0,0,0,0
AZ,republican,2018-06-06,0,0,0,0,0,0,0
AZ,republican,2018-04-01,0,0,0,0,0,0,0
AZ,republican,2018-07-28,0,0,0,0,0,0,0
AZ,republican,2018-04-24,4,2,2,2,2,4,2
AZ,republican,2018-09-15,0,0,0,0,0,0,0
AZ,republican,2018-04-14,0,0,0,0,0,0,0
AZ,republican,2018-12-31,0,0,0,0,0,0,0
AZ,republican,2018-11-10,7,2,6,2,3,5,3
AZ,republican,2018-06-12,1,0,1,0,0,0,0
AZ,republican,2018-09-10,0,0,0,0,0,0,0
AZ,republican,2018-10-09,0,0,0,0,0,0,0
AZ,republican,2018-02-16,3,0,3,0,3,3,3
AZ,republican,2018-08-10,0,0,0,0,0,0,0
AZ,republican,2018-11-15,2,1,1,1,0,1,0
AZ,republican,2018-07-16,1,0,1,0,1,1,1
AZ,republican,2018-11-25,1,1,1,1,1,2,1
AZ,republican,2018-10-05,0,0,0,0,0,0,0
AZ,republican,2018-07-15,2,1,1,1,1,2,1
AZ,republican,2018-05-13,7,4,3,0,2,2,2
AZ,republican,2018-05-11,0,0,0,0,0,0,0
AZ,republican,2018-08-21,0,0,0,0,0,0,0
AZ,republican,2018-08-25,0,0,0,0,0,0,0
AZ,republican,2018-05-22,2,0,2,0,2,2,2
AZ,republican,2018-12-28,1,1,1,1,1,2,1
AZ,republican,2018-01-16,2,1,2,0,0,0,0
AZ,republican,2018-02-02,1,0,1,0,0,0,0
AZ,republican,2018-06-20,0,0,0,0,0,0,0
AZ,republican,2018-07-30,1,0,1,0,1,1,1
AZ,republican,2018-03-29,3,0,3,0,3,3,3
AZ,republican,2018-10-21,0,0,0,0,0,0,0
AZ,republican,2018-09-05,0,0,0,0,0,0,0
AZ,republican,2018-05-30,2,0,2,0,1,1,1
AZ,republican,2018-09-11,0,0,0,0,0,0,0
AZ,republican,2018-08-31,2,0,2,0,2,2,2
AZ,republican,2018-06-13,1,0,1,0,1,1,1
AZ,republican,2018-10-19,1,0,1,0,1,1,1
AZ,republican,2018-06-29,0,0,0,0,0,0,0
AZ,republican,2018-07-27,0,0,0,0,0,0,0
AZ,republican,2018-03-09,2,1,1,0,0,0,0
AZ,republican,2018-01-06,0,0,0,0,0,0,0
AZ,republican,2018-03-25,0,0,0,0,0,0,0
AZ,republican,2018-07-31,0,0,0,0,0,0,0
AZ,republican,2018-03-18,0,0,0,0,0,0,0
AZ,republican,2018-03-19,2,1,1,0,1,1,1
AZ,republican,2018-03-21,1,0,1,0,1,1,1
AZ,republican,2018-10-16,0,0,0,0,0,0,0
AZ,republican,2018-04-19,2,0,2,0,2,2,2
AZ,republican,2018-12-20,1,1,0,1,0,1,0
AZ,republican,2018-07-12,0,0,0,0,0,0,0
AZ,republican,2018-03-14,4,0,4,0,3,3,3
AZ,republican,2018-06-22,0,0,0,0,0,0,0
AZ,republican,2018-06-19,0,0,0,0,0,0,0
AZ,republican,2018-09-07,3,1,2,0,2,2,2
AZ,republican,2018-08-04,0,0,0,0,0,0,0
AZ,republican,2018-01-28,0,0,0,0,0,0,0
AZ,republican,2018-02-06,1,0,1,0,1,1,1
AZ,republican,2018-11-02,4,4,0,4,0,4,0
AZ,republican,2018-10-12,1,1,0,0,0,0,0
AZ,republican,2018-09-26,0,0,0,0,0,0,0
AZ,republican,2018-07-11,1,0,1,0,1,1,1
AZ,republican,2018-04-05,2,2,0,0,0,0,0
AZ,republican,2018-02-15,4,0,4,0,4,4,4
AZ,republican,2018-04-28,2,2,0,1,0,1,0
AZ,republican,2018-01-14,0,0,0,0,0,0,0
AZ,republican,2018-09-25,0,0,0,0,0,0,0
AZ,republican,2018-12-18,2,0,2,0,1,1,1
AZ,republican,2018-11-17,12,12,0,12,0,12,0
AZ,republican,2018-09-14,0,0,0,0,0,0,0
AZ,republican,2018-11-01,4,1,3,1,2,3,2
AZ,republican,2018-02-27,6,0,6,0,2,2,2
AZ,republican,2018-02-28,4,1,3,1,0,1,0
AZ,republican,2018-01-22,1,0,1,0,0,0,0
AZ,republican,2018-04-16,1,0,1,0,1,1,1
AZ,republican,2018-12-01,0,0,0,0,0,0,0
AZ,republican,2018-12-09,1,0,1,0,1,1,1
AZ,republican,2018-09-19,0,0,0,0,0,0,0
AZ,republican,2018-01-02,2,0,2,0,2,2,2
AZ,republican,2018-05-12,6,5,1,0,1,1,1
AZ,republican,2018-10-07,1,1,0,1,0,1,0
AZ,republican,2018-04-17,2,0,2,0,0,0,0
AZ,republican,2018-04-18,2,0,2,0,1,1,1
AZ,republican,2018-12-04,0,0,0,0,0,0,0
AZ,republican,2018-10-02,1,0,1,0,1,1,1
AZ,republican,2018-10-10,3,1,2,1,2,3,2
AZ,republican,2018-01-17,1,1,0,0,0,0,0
AZ,republican,2018-04-04,1,1,0,1,0,1,0
AZ,republican,2018-12-06,1,1,0,1,0,1,0
AZ,republican,2018-01-11,3,1,2,1,0,1,0
AZ,republican,2018-09-27,0,0,0,0,0,0,0
AZ,republican,2018-02-20,3,0,3,0,0,0,0
AZ,republican,2018-11-30,2,2,0,2,0,2,0
AZ,republican,2018-04-07,0,0,0,0,0,0,0
AZ,republican,2018-03-13,0,0,0,0,0,0,0
AZ,republican,2018-01-29,1,0,1,0,1,1,1
AZ,republican,2018-06-10,0,0,0,0,0,0,0
AZ,republican,2018-02-26,4,0,4,0,1,1,1
AZ,republican,2018-09-02,0,0,0,0,0,0,0
AZ,republican,2018-12-11,2,1,1,1,1,2,1
AZ,republican,2018-11-18,1,0,1,0,0,0,0
AZ,republican,2018-04-27,2,0,2,0,2,2,2
AZ,republican,2018-03-16,3,2,1,0,0,0,0
AZ,republican,2018-11-16,2,1,1,1,1,2,1
AZ,republican,2018-11-07,9,5,4,5,0,5,0
AZ,republican,2018-04-08,4,3,1,0,1,1,1
AZ,republican,2018-03-05,4,0,4,0,3,3,3
AZ,republican,2018-11-27,1,1,0,1,0,1,0
AZ,republican,2018-05-03,10,5,5,4,5,9,5
AZ,republican,2018-07-18,2,0,2,0,2,2,2
AZ,republican,2018-04-29,2,1,1,0,1,1,1
AZ,republican,2018-01-23,2,0,2,0,2,2,2
AZ,republican,2018-07-22,0,0,0,0,0,0,0
AZ,republican,2018-04-22,1,0,1,0,1,1,1
AZ,republican,2018-01-03,0,0,0,0,0,0,0
AZ,republican,2018-12-26,1,1,0,1,0,1,0
AZ,republican,2018-10-28,1,0,1,0,1,1,1
AZ,republican,2018-07-29,1,0,1,0,1,1,1
AZ,republican,2018-11-26,0,0,0,0,0,0,0
AZ,republican,2018-08-26,0,0,0,0,0,0,0
AZ,republican,2018-02-01,3,0,3,0,1,1,1
AZ,republican,2018-02-07,5,0,5,0,2,2,2
AZ,republican,2018-05-19,1,0,1,0,0,0,0
AZ,republican,2018-01-04,0,0,0,0,0,0,0
AZ,republican,2018-10-29,2,1,1,1,1,2,1
AZ,republican,2018-02-17,7,6,1,6,1,7,1
AZ,republican,2018-03-22,3,0,3,0,3,3,3
AZ,republican,2018-12-08,13,12,1,12,0,12,0
AZ,republican,2018-04-02,1,0,1,0,1,1,1
AZ,republican,2018-03-11,1,0,1,0,0,0,0
AZ,republican,2018-05-02,3,1,2,0,2,2,2
AZ,republican,2018-02-18,1,0,1,0,1,1,1
AZ,republican,2018-08-02,0,0,0,0,0,0,0
AZ,republican,2018-07-09,0,0,0,0,0,0,0
AZ,republican,2018-08-01,0,0,0,0,0,0,0
AZ,republican,2018-04-26,1,0,1,0,1,1,1
AZ,republican,2018-04-23,7,0,7,0,7,7,7
AZ,republican,2018-10-22,0,0,0,0,0,0,0
AZ,republican,2018-05-17,4,1,4,1,3,4,3
AZ,republican,2018-02-21,3,0,3,0,1,1,1
AZ,republican,2018-11-08,4,2,2,2,1,3,1
AZ,republican,2018-11-09,2,0,2,0,2,2,2
AZ,republican,2018-02-13,0,0,0,0,0,0,0
AZ,republican,2018-05-21,1,0,1,0,0,0,0
AZ,republican,2018-04-09,0,0,0,0,0,0,0
AZ,republican,2018-02-09,7,0,7,0,3,3,3
