state,party,day,stateleg_mentions,stateleg_mentions_dem,stateleg_mentions_rep,stateleg_mentions_dem_samestate,stateleg_mentions_rep_samestate,stateleg_mentions_samestate,stateleg_mentions_samestate_sameparty
FL,republican,2018-05-23,21,2,19,0,13,13,13
FL,republican,2018-04-20,9,2,7,0,4,4,4
FL,republican,2018-05-05,10,2,8,0,8,8,8
FL,republican,2018-12-07,16,0,16,0,14,14,14
FL,republican,2018-09-29,11,0,11,0,11,11,11
FL,republican,2018-11-04,23,1,22,1,20,21,20
FL,republican,2018-12-19,20,10,10,0,9,9,9
FL,republican,2018-12-03,10,0,10,0,10,10,10
FL,republican,2018-08-22,4,0,4,0,4,4,4
FL,republican,2018-01-05,10,2,8,0,8,8,8
FL,republican,2018-01-25,12,0,12,0,11,11,11
FL,republican,2018-02-04,7,0,7,0,7,7,7
FL,republican,2018-02-10,14,3,11,0,9,9,9
FL,republican,2018-04-21,5,1,4,0,4,4,4
FL,republican,2018-05-10,12,4,8,0,5,5,5
FL,republican,2018-01-13,14,2,12,0,11,11,11
FL,republican,2018-06-04,6,1,5,0,4,4,4
FL,republican,2018-06-30,9,0,9,0,7,7,7
FL,republican,2018-07-07,7,2,5,2,5,7,5
FL,republican,2018-11-06,14,0,14,0,11,11,11
FL,republican,2018-10-13,5,0,5,0,5,5,5
FL,republican,2018-08-15,9,0,9,0,6,6,6
FL,republican,2018-08-11,5,0,5,0,5,5,5
FL,republican,2018-06-28,1,0,1,0,1,1,1
FL,republican,2018-01-18,14,4,10,1,10,11,10
FL,republican,2018-06-08,4,1,3,0,2,2,2
FL,republican,2018-06-26,3,0,3,0,3,3,3
FL,republican,2018-01-07,7,1,6,0,6,6,6
FL,republican,2018-08-12,5,1,4,0,4,4,4
FL,republican,2018-01-26,9,0,9,0,8,8,8
FL,republican,2018-05-14,5,1,4,0,2,2,2
FL,republican,2018-05-08,14,2,12,0,12,12,12
FL,republican,2018-03-12,8,1,7,0,7,7,7
FL,republican,2018-06-09,2,0,2,0,2,2,2
FL,republican,2018-05-06,5,1,5,1,5,6,5
FL,republican,2018-09-22,2,0,2,0,2,2,2
FL,republican,2018-10-11,8,0,8,0,7,7,7
FL,republican,2018-06-21,1,0,1,0,1,1,1
FL,republican,2018-04-30,7,1,6,0,3,3,3
FL,republican,2018-08-05,5,0,5,0,5,5,5
FL,republican,2018-03-03,18,1,17,1,16,17,16
FL,republican,2018-05-28,2,0,2,0,2,2,2
FL,republican,2018-01-31,53,25,28,16,27,43,27
FL,republican,2018-05-01,7,1,6,0,5,5,5
FL,republican,2018-03-10,31,2,29,0,29,29,29
FL,republican,2018-07-06,6,1,5,1,5,6,5
FL,republican,2018-06-05,10,1,9,0,7,7,7
FL,republican,2018-10-06,10,0,10,0,10,10,10
FL,republican,2018-06-11,3,0,3,0,3,3,3
FL,republican,2018-07-05,5,0,5,0,5,5,5
FL,republican,2018-12-05,11,4,7,0,3,3,3
FL,republican,2018-01-19,10,1,9,0,9,9,9
FL,republican,2018-08-14,2,0,2,0,1,1,1
FL,republican,2018-09-18,6,0,6,0,4,4,4
FL,republican,2018-12-24,3,0,3,0,2,2,2
FL,republican,2018-11-24,0,0,0,0,0,0,0
FL,republican,2018-10-24,15,0,15,0,14,14,14
FL,republican,2018-12-29,6,4,2,0,2,2,2
FL,republican,2018-04-15,9,2,7,1,3,4,3
FL,republican,2018-03-07,34,3,31,1,29,30,29
FL,republican,2018-02-24,7,1,6,0,5,5,5
FL,republican,2018-10-04,16,0,16,0,15,15,15
FL,republican,2018-07-03,2,0,2,0,2,2,2
FL,republican,2018-06-24,0,0,0,0,0,0,0
FL,republican,2018-09-23,2,0,2,0,2,2,2
FL,republican,2018-06-01,7,2,5,0,5,5,5
FL,republican,2018-02-23,13,1,12,0,11,11,11
FL,republican,2018-06-06,2,0,2,0,2,2,2
FL,republican,2018-04-01,6,1,5,0,4,4,4
FL,republican,2018-05-23,21,2,19,0,13,13,13
FL,republican,2018-04-20,9,2,7,0,4,4,4
FL,republican,2018-05-05,10,2,8,0,8,8,8
FL,republican,2018-12-07,16,0,16,0,14,14,14
FL,republican,2018-09-29,11,0,11,0,11,11,11
FL,republican,2018-11-04,23,1,22,1,20,21,20
FL,republican,2018-12-19,20,10,10,0,9,9,9
FL,republican,2018-12-03,10,0,10,0,10,10,10
FL,republican,2018-08-22,4,0,4,0,4,4,4
FL,republican,2018-01-05,10,2,8,0,8,8,8
FL,republican,2018-01-25,12,0,12,0,11,11,11
FL,republican,2018-02-04,7,0,7,0,7,7,7
FL,republican,2018-02-10,14,3,11,0,9,9,9
FL,republican,2018-04-21,5,1,4,0,4,4,4
FL,republican,2018-05-10,12,4,8,0,5,5,5
FL,republican,2018-01-13,14,2,12,0,11,11,11
FL,republican,2018-06-04,6,1,5,0,4,4,4
FL,republican,2018-06-30,9,0,9,0,7,7,7
FL,republican,2018-07-07,7,2,5,2,5,7,5
FL,republican,2018-11-06,14,0,14,0,11,11,11
FL,republican,2018-10-13,5,0,5,0,5,5,5
FL,republican,2018-08-15,9,0,9,0,6,6,6
FL,republican,2018-08-11,5,0,5,0,5,5,5
FL,republican,2018-06-28,1,0,1,0,1,1,1
FL,republican,2018-01-18,14,4,10,1,10,11,10
FL,republican,2018-06-08,4,1,3,0,2,2,2
FL,republican,2018-06-26,3,0,3,0,3,3,3
FL,republican,2018-01-07,7,1,6,0,6,6,6
FL,republican,2018-08-12,5,1,4,0,4,4,4
FL,republican,2018-01-26,9,0,9,0,8,8,8
FL,republican,2018-05-14,5,1,4,0,2,2,2
FL,republican,2018-05-08,14,2,12,0,12,12,12
FL,republican,2018-03-12,8,1,7,0,7,7,7
FL,republican,2018-06-09,2,0,2,0,2,2,2
FL,republican,2018-05-06,5,1,5,1,5,6,5
FL,republican,2018-09-22,2,0,2,0,2,2,2
FL,republican,2018-10-11,8,0,8,0,7,7,7
FL,republican,2018-06-21,1,0,1,0,1,1,1
FL,republican,2018-04-30,7,1,6,0,3,3,3
FL,republican,2018-08-05,5,0,5,0,5,5,5
FL,republican,2018-03-03,18,1,17,1,16,17,16
FL,republican,2018-05-28,2,0,2,0,2,2,2
FL,republican,2018-01-31,53,25,28,16,27,43,27
FL,republican,2018-05-01,7,1,6,0,5,5,5
FL,republican,2018-03-10,31,2,29,0,29,29,29
FL,republican,2018-07-06,6,1,5,1,5,6,5
FL,republican,2018-06-05,10,1,9,0,7,7,7
FL,republican,2018-10-06,10,0,10,0,10,10,10
FL,republican,2018-06-11,3,0,3,0,3,3,3
FL,republican,2018-07-05,5,0,5,0,5,5,5
FL,republican,2018-12-05,11,4,7,0,3,3,3
FL,republican,2018-01-19,10,1,9,0,9,9,9
FL,republican,2018-08-14,2,0,2,0,1,1,1
FL,republican,2018-09-18,6,0,6,0,4,4,4
FL,republican,2018-12-24,3,0,3,0,2,2,2
FL,republican,2018-11-24,0,0,0,0,0,0,0
FL,republican,2018-10-24,15,0,15,0,14,14,14
FL,republican,2018-12-29,6,4,2,0,2,2,2
FL,republican,2018-04-15,9,2,7,1,3,4,3
FL,republican,2018-03-07,34,3,31,1,29,30,29
FL,republican,2018-02-24,7,1,6,0,5,5,5
FL,republican,2018-10-04,16,0,16,0,15,15,15
FL,republican,2018-07-03,2,0,2,0,2,2,2
FL,republican,2018-06-24,0,0,0,0,0,0,0
FL,republican,2018-09-23,2,0,2,0,2,2,2
FL,republican,2018-06-01,7,2,5,0,5,5,5
FL,republican,2018-02-23,13,1,12,0,11,11,11
FL,republican,2018-06-06,2,0,2,0,2,2,2
FL,republican,2018-04-01,6,1,5,0,4,4,4
FL,republican,2018-07-28,7,0,7,0,6,6,6
FL,republican,2018-04-24,14,3,11,0,9,9,9
FL,republican,2018-09-15,4,0,4,0,2,2,2
FL,republican,2018-04-14,7,0,7,0,6,6,6
FL,republican,2018-12-31,5,1,4,1,2,3,2
FL,republican,2018-11-10,40,0,40,0,39,39,39
FL,republican,2018-06-12,1,0,1,0,1,1,1
FL,republican,2018-09-10,0,0,0,0,0,0,0
FL,republican,2018-10-09,3,0,3,0,3,3,3
FL,republican,2018-02-16,16,1,15,0,13,13,13
FL,republican,2018-08-10,9,0,9,0,9,9,9
FL,republican,2018-11-15,5,0,5,0,5,5,5
FL,republican,2018-07-16,3,1,2,1,2,3,2
FL,republican,2018-11-25,9,0,9,0,1,1,1
FL,republican,2018-10-05,10,0,10,0,10,10,10
FL,republican,2018-07-15,4,0,4,0,4,4,4
FL,republican,2018-05-13,5,3,2,0,1,1,1
FL,republican,2018-05-11,4,0,4,0,1,1,1
FL,republican,2018-08-21,9,0,9,0,9,9,9
FL,republican,2018-08-25,5,0,5,0,5,5,5
FL,republican,2018-05-22,20,0,20,0,20,20,20
FL,republican,2018-12-28,6,0,6,0,5,5,5
FL,republican,2018-01-16,9,5,8,4,8,12,8
FL,republican,2018-02-02,12,0,12,0,11,11,11
FL,republican,2018-06-20,3,0,3,0,2,2,2
FL,republican,2018-07-30,4,0,4,0,4,4,4
FL,republican,2018-03-29,14,4,10,0,8,8,8
FL,republican,2018-10-21,2,0,2,0,1,1,1
FL,republican,2018-09-05,7,0,7,0,6,6,6
FL,republican,2018-05-30,3,0,3,0,2,2,2
FL,republican,2018-09-11,4,0,4,0,4,4,4
FL,republican,2018-08-31,6,0,6,0,5,5,5
FL,republican,2018-06-13,3,1,2,0,2,2,2
FL,republican,2018-10-19,20,0,20,0,20,20,20
FL,republican,2018-06-29,6,0,6,0,2,2,2
FL,republican,2018-07-27,3,0,3,0,2,2,2
FL,republican,2018-03-09,26,2,24,1,24,25,24
FL,republican,2018-01-06,7,0,7,0,7,7,7
FL,republican,2018-03-25,5,0,5,0,5,5,5
FL,republican,2018-07-31,7,0,7,0,5,5,5
FL,republican,2018-03-18,3,1,2,0,2,2,2
FL,republican,2018-03-19,9,1,8,0,8,8,8
FL,republican,2018-03-21,11,1,10,0,10,10,10
FL,republican,2018-10-16,12,0,12,0,11,11,11
FL,republican,2018-04-19,11,0,11,0,11,11,11
FL,republican,2018-12-20,17,0,17,0,16,16,16
FL,republican,2018-07-12,8,1,7,0,7,7,7
FL,republican,2018-03-14,8,1,7,0,7,7,7
FL,republican,2018-06-22,3,0,3,0,2,2,2
FL,republican,2018-06-19,3,0,3,0,3,3,3
FL,republican,2018-09-07,3,0,3,0,3,3,3
FL,republican,2018-08-04,8,1,7,1,7,8,7
FL,republican,2018-01-28,6,0,6,0,6,6,6
FL,republican,2018-02-06,16,0,16,0,15,15,15
FL,republican,2018-11-02,17,1,16,0,15,15,15
FL,republican,2018-10-12,5,0,5,0,5,5,5
FL,republican,2018-09-26,13,0,13,0,13,13,13
FL,republican,2018-07-11,13,0,13,0,13,13,13
FL,republican,2018-04-05,13,5,8,1,8,9,8
FL,republican,2018-02-15,18,1,17,0,14,14,14
FL,republican,2018-04-28,8,1,7,0,7,7,7
FL,republican,2018-01-14,0,0,0,0,0,0,0
FL,republican,2018-09-25,12,0,12,0,11,11,11
FL,republican,2018-12-18,21,3,18,3,18,21,18
FL,republican,2018-11-17,7,5,2,0,2,2,2
FL,republican,2018-09-14,4,0,4,0,4,4,4
FL,republican,2018-11-01,11,0,11,0,11,11,11
FL,republican,2018-02-27,49,4,45,3,44,47,44
FL,republican,2018-02-28,10,2,8,2,7,9,7
FL,republican,2018-01-22,8,2,6,0,6,6,6
FL,republican,2018-04-16,8,1,7,1,6,7,6
FL,republican,2018-12-01,22,0,22,0,20,20,20
FL,republican,2018-12-09,8,1,7,1,5,6,5
FL,republican,2018-09-19,4,0,4,0,2,2,2
FL,republican,2018-01-02,6,3,3,0,3,3,3
FL,republican,2018-05-12,4,0,4,0,3,3,3
FL,republican,2018-10-07,1,0,1,0,1,1,1
FL,republican,2018-04-17,10,0,10,0,6,6,6
FL,republican,2018-04-18,7,0,7,0,6,6,6
FL,republican,2018-12-04,9,0,9,0,8,8,8
FL,republican,2018-10-02,8,0,8,0,8,8,8
FL,republican,2018-10-10,11,1,10,0,10,10,10
FL,republican,2018-01-17,11,2,9,1,9,10,9
FL,republican,2018-04-04,3,2,1,1,1,2,1
FL,republican,2018-12-06,26,3,23,2,21,23,21
FL,republican,2018-01-11,16,2,14,0,12,12,12
FL,republican,2018-09-27,8,0,8,0,8,8,8
FL,republican,2018-02-20,7,1,6,0,5,5,5
FL,republican,2018-11-30,22,0,22,0,10,10,10
FL,republican,2018-04-07,5,1,4,0,3,3,3
FL,republican,2018-03-13,12,1,11,0,11,11,11
FL,republican,2018-01-29,4,0,4,0,4,4,4
FL,republican,2018-06-10,4,0,4,0,2,2,2
FL,republican,2018-02-26,31,1,30,1,28,29,28
FL,republican,2018-09-02,1,0,1,0,1,1,1
FL,republican,2018-12-11,7,2,5,2,2,4,2
FL,republican,2018-11-18,6,0,6,0,6,6,6
FL,republican,2018-04-27,8,0,8,0,5,5,5
FL,republican,2018-03-16,6,1,5,0,4,4,4
FL,republican,2018-11-16,9,1,8,0,8,8,8
FL,republican,2018-11-07,67,3,64,2,63,65,63
FL,republican,2018-04-08,0,0,0,0,0,0,0
FL,republican,2018-03-05,43,4,39,3,39,42,39
FL,republican,2018-11-27,9,1,8,1,8,9,8
FL,republican,2018-05-03,15,1,14,0,12,12,12
FL,republican,2018-07-18,0,0,0,0,0,0,0
FL,republican,2018-04-29,9,0,9,0,5,5,5
FL,republican,2018-01-23,11,1,10,0,10,10,10
FL,republican,2018-07-22,4,0,4,0,4,4,4
FL,republican,2018-04-22,3,0,3,0,3,3,3
FL,republican,2018-01-03,7,3,4,0,4,4,4
FL,republican,2018-12-26,2,0,2,0,2,2,2
FL,republican,2018-10-28,2,0,2,0,1,1,1
FL,republican,2018-07-29,1,0,1,0,1,1,1
FL,republican,2018-11-26,4,1,3,1,3,4,3
FL,republican,2018-08-26,3,2,1,2,1,3,1
FL,republican,2018-02-01,22,2,20,0,20,20,20
FL,republican,2018-02-07,13,3,10,1,7,8,7
FL,republican,2018-05-19,9,1,8,0,7,7,7
FL,republican,2018-01-04,7,1,6,0,6,6,6
FL,republican,2018-10-29,16,0,16,0,13,13,13
FL,republican,2018-02-17,15,4,11,3,11,14,11
FL,republican,2018-03-22,6,1,5,1,5,6,5
FL,republican,2018-12-08,20,2,18,0,14,14,14
FL,republican,2018-04-02,16,11,5,0,5,5,5
FL,republican,2018-03-11,24,0,24,0,23,23,23
FL,republican,2018-05-02,14,2,12,0,11,11,11
FL,republican,2018-02-18,9,2,8,1,7,8,7
FL,republican,2018-08-02,2,0,2,0,2,2,2
FL,republican,2018-07-09,2,0,2,0,2,2,2
FL,republican,2018-08-01,10,0,10,0,9,9,9
FL,republican,2018-04-26,11,2,9,0,8,8,8
FL,republican,2018-04-23,3,0,3,0,1,1,1
FL,republican,2018-10-22,8,0,8,0,8,8,8
FL,republican,2018-05-17,19,7,12,0,5,5,5
FL,republican,2018-02-21,30,1,29,0,28,28,28
FL,republican,2018-11-08,47,1,46,1,45,46,45
FL,republican,2018-11-09,26,0,26,0,26,26,26
FL,republican,2018-02-13,11,3,8,0,8,8,8
FL,republican,2018-05-21,12,5,7,0,4,4,4
FL,republican,2018-04-09,13,5,8,5,8,13,8
FL,republican,2018-02-09,16,1,15,0,10,10,10
FL,republican,2018-09-17,3,0,3,0,3,3,3
FL,republican,2018-06-02,7,0,7,0,6,6,6
FL,republican,2018-06-23,2,0,2,0,2,2,2
FL,republican,2018-04-10,12,3,9,3,9,12,9
FL,republican,2018-03-02,16,2,14,2,14,16,14
FL,republican,2018-07-14,4,0,4,0,4,4,4
FL,republican,2018-03-27,8,0,8,0,8,8,8
FL,republican,2018-11-11,5,0,5,0,5,5,5
FL,republican,2018-12-21,2,0,2,0,2,2,2
FL,republican,2018-07-17,3,0,3,0,3,3,3
FL,republican,2018-10-17,8,0,8,0,7,7,7
FL,republican,2018-06-16,4,0,4,0,3,3,3
FL,republican,2018-03-20,11,2,9,0,7,7,7
FL,republican,2018-03-01,9,0,9,0,8,8,8
FL,republican,2018-01-10,13,0,13,0,12,12,12
FL,republican,2018-06-15,4,0,4,0,3,3,3
FL,republican,2018-11-20,12,0,12,0,12,12,12
FL,republican,2018-12-14,17,7,11,6,11,17,11
FL,republican,2018-08-09,3,0,3,0,3,3,3
FL,republican,2018-10-20,16,1,15,1,13,14,13
FL,republican,2018-08-07,5,1,4,1,4,5,4
FL,republican,2018-09-16,1,0,1,0,1,1,1
FL,republican,2018-07-20,3,0,3,0,2,2,2
FL,republican,2018-10-23,6,0,6,0,6,6,6
FL,republican,2018-01-08,5,1,4,0,4,4,4
FL,republican,2018-01-15,8,0,8,0,6,6,6
FL,republican,2018-02-12,15,2,13,1,11,12,11
FL,republican,2018-08-19,2,0,2,0,2,2,2
FL,republican,2018-02-11,3,1,2,0,2,2,2
FL,republican,2018-07-24,8,2,6,0,6,6,6
FL,republican,2018-05-24,4,1,3,0,3,3,3
FL,republican,2018-03-30,11,2,9,1,9,10,9
FL,republican,2018-10-08,3,0,3,0,3,3,3
FL,republican,2018-02-08,18,3,16,2,15,17,15
FL,republican,2018-10-15,4,0,4,0,4,4,4
FL,republican,2018-07-23,8,3,5,0,5,5,5
FL,republican,2018-01-21,20,1,19,0,19,19,19
FL,republican,2018-02-19,16,6,10,5,9,14,9
FL,republican,2018-08-29,36,1,35,1,35,36,35
FL,republican,2018-05-18,11,2,9,0,6,6,6
FL,republican,2018-02-03,11,1,10,0,7,7,7
FL,republican,2018-06-03,1,0,1,0,1,1,1
FL,republican,2018-08-30,4,0,4,0,3,3,3
FL,republican,2018-09-30,1,0,1,0,1,1,1
FL,republican,2018-03-08,70,3,68,1,68,69,68
FL,republican,2018-11-21,9,1,8,1,8,9,8
FL,republican,2018-03-04,7,0,7,0,6,6,6
FL,republican,2018-05-31,10,1,9,0,7,7,7
FL,republican,2018-11-28,4,0,4,0,4,4,4
FL,republican,2018-07-02,0,0,0,0,0,0,0
FL,republican,2018-11-03,12,1,11,1,7,8,7
FL,republican,2018-03-23,10,0,10,0,10,10,10
FL,republican,2018-11-29,4,1,3,0,3,3,3
FL,republican,2018-03-31,8,4,4,0,4,4,4
FL,republican,2018-08-08,8,1,7,0,6,6,6
FL,republican,2018-12-22,4,0,4,0,4,4,4
FL,republican,2018-09-08,5,0,5,0,5,5,5
FL,republican,2018-09-24,3,0,3,0,2,2,2
FL,republican,2018-10-01,4,0,4,0,2,2,2
FL,republican,2018-09-20,2,0,2,0,2,2,2
FL,republican,2018-08-28,10,0,10,0,10,10,10
FL,republican,2018-12-15,7,0,7,0,7,7,7
FL,republican,2018-08-06,1,0,1,0,1,1,1
FL,republican,2018-12-02,6,0,6,0,3,3,3
FL,republican,2018-11-12,18,2,16,1,14,15,14
FL,republican,2018-06-25,0,0,0,0,0,0,0
FL,republican,2018-12-27,6,1,5,0,5,5,5
FL,republican,2018-08-18,3,0,3,0,3,3,3
FL,republican,2018-07-26,9,0,9,0,9,9,9
FL,republican,2018-01-09,12,1,12,1,11,12,11
FL,republican,2018-03-24,5,1,4,1,4,5,4
FL,republican,2018-11-19,32,1,31,0,31,31,31
FL,republican,2018-12-23,5,0,5,0,5,5,5
FL,republican,2018-07-19,5,1,4,1,4,5,4
FL,republican,2018-05-09,13,0,13,0,12,12,12
FL,republican,2018-07-04,4,0,4,0,4,4,4
FL,republican,2018-07-13,2,0,2,0,2,2,2
FL,republican,2018-02-14,17,4,13,1,12,13,12
FL,republican,2018-01-30,27,2,25,0,23,23,23
FL,republican,2018-11-14,14,3,11,0,10,10,10
FL,republican,2018-04-11,16,10,6,6,5,11,5
FL,republican,2018-04-03,11,2,10,0,9,9,9
FL,republican,2018-10-27,8,0,8,0,6,6,6
FL,republican,2018-06-18,2,0,2,0,2,2,2
FL,republican,2018-05-29,7,0,7,0,6,6,6
FL,republican,2018-10-26,11,0,11,0,10,10,10
FL,republican,2018-05-25,8,3,5,0,4,4,4
FL,republican,2018-06-17,4,0,4,0,4,4,4
FL,republican,2018-06-14,2,0,2,0,2,2,2
FL,republican,2018-01-27,11,0,11,0,9,9,9
FL,republican,2018-04-13,6,1,5,0,3,3,3
FL,republican,2018-05-27,4,1,3,0,1,1,1
FL,republican,2018-08-27,6,0,6,0,6,6,6
FL,republican,2018-10-14,9,1,8,0,7,7,7
FL,republican,2018-05-16,14,1,13,0,10,10,10
FL,republican,2018-09-13,3,2,1,0,1,1,1
FL,republican,2018-12-17,32,0,32,0,28,28,28
FL,republican,2018-04-06,5,0,5,0,3,3,3
FL,republican,2018-05-20,7,1,6,0,6,6,6
FL,republican,2018-10-30,13,0,13,0,9,9,9
FL,republican,2018-12-12,10,1,9,1,7,8,7
FL,republican,2018-12-13,4,0,4,0,1,1,1
FL,republican,2018-12-10,6,1,5,1,2,3,2
FL,republican,2018-11-13,13,1,12,0,12,12,12
FL,republican,2018-09-12,3,0,3,0,2,2,2
FL,republican,2018-05-26,2,0,2,0,2,2,2
FL,republican,2018-09-03,3,0,3,0,3,3,3
FL,republican,2018-09-28,8,0,8,0,8,8,8
FL,republican,2018-05-15,8,2,6,0,5,5,5
FL,republican,2018-08-16,3,0,3,0,3,3,3
FL,republican,2018-10-18,7,0,7,0,7,7,7
FL,republican,2018-06-27,0,0,0,0,0,0,0
FL,republican,2018-03-17,8,1,7,0,5,5,5
FL,republican,2018-09-06,19,0,19,0,17,17,17
FL,republican,2018-09-09,2,0,2,0,2,2,2
FL,republican,2018-05-04,10,1,9,0,3,3,3
FL,republican,2018-02-25,27,2,25,0,25,25,25
FL,republican,2018-08-03,7,0,7,0,7,7,7
FL,republican,2018-09-04,1,0,1,0,0,0,0
FL,republican,2018-03-28,6,0,6,0,5,5,5
FL,republican,2018-09-21,4,0,4,0,4,4,4
FL,republican,2018-03-06,31,2,30,2,28,30,28
FL,republican,2018-03-26,5,1,4,0,4,4,4
FL,republican,2018-04-25,8,0,8,0,5,5,5
FL,republican,2018-01-12,17,1,17,1,15,16,15
FL,republican,2018-08-13,2,0,2,0,2,2,2
FL,republican,2018-02-22,21,2,19,0,19,19,19
FL,republican,2018-10-03,4,0,4,0,4,4,4
FL,republican,2018-07-10,8,0,8,0,8,8,8
FL,republican,2018-09-01,12,0,12,0,12,12,12
FL,republican,2018-11-05,20,0,20,0,20,20,20
FL,republican,2018-04-12,10,2,8,1,6,7,6
FL,republican,2018-08-17,7,0,7,0,6,6,6
FL,republican,2018-07-21,2,0,2,0,2,2,2
FL,republican,2018-03-15,10,4,6,1,6,7,6
FL,republican,2018-12-30,14,5,9,0,5,5,5
FL,republican,2018-08-23,4,0,4,0,3,3,3
FL,republican,2018-05-07,13,3,10,0,5,5,5
FL,republican,2018-12-16,6,0,6,0,5,5,5
FL,republican,2018-07-25,2,0,2,0,2,2,2
FL,republican,2018-08-24,9,1,8,1,8,9,8
FL,republican,2018-10-25,24,0,24,0,17,17,17
FL,republican,2018-11-22,11,0,11,0,10,10,10
FL,republican,2018-01-20,6,0,6,0,5,5,5
FL,republican,2018-02-05,16,5,11,0,11,11,11
FL,republican,2018-08-20,3,0,3,0,2,2,2
FL,republican,2018-07-08,1,0,1,0,1,1,1
FL,republican,2018-11-23,1,0,1,0,1,1,1
FL,republican,2018-07-01,5,0,5,0,5,5,5
FL,republican,2018-12-25,2,0,2,0,1,1,1
FL,republican,2018-10-31,9,1,8,1,8,9,8
FL,republican,2018-06-07,3,1,2,0,2,2,2
FL,republican,2018-01-24,17,0,17,0,17,17,17
FL,democrat,2018-05-23,2,0,2,0,0,0,0
FL,democrat,2018-04-20,3,0,3,0,1,1,0
FL,democrat,2018-05-05,1,1,0,1,0,1,1
FL,democrat,2018-12-07,4,3,1,1,1,2,1
FL,democrat,2018-09-29,1,1,0,1,0,1,1
FL,democrat,2018-11-04,1,1,0,0,0,0,0
FL,democrat,2018-12-19,4,3,1,0,1,1,0
FL,democrat,2018-12-03,1,1,0,0,0,0,0
FL,democrat,2018-08-22,0,0,0,0,0,0,0
FL,democrat,2018-01-05,3,2,1,1,1,2,1
FL,democrat,2018-01-25,3,2,1,2,1,3,2
FL,democrat,2018-02-04,1,0,1,0,1,1,0
FL,democrat,2018-02-10,1,0,1,0,1,1,0
FL,democrat,2018-04-21,0,0,0,0,0,0,0
FL,democrat,2018-05-10,1,1,0,1,0,1,1
FL,democrat,2018-01-13,4,4,0,4,0,4,4
FL,democrat,2018-06-04,0,0,0,0,0,0,0
FL,democrat,2018-06-30,0,0,0,0,0,0,0
FL,democrat,2018-07-07,1,1,0,1,0,1,1
FL,democrat,2018-11-06,3,3,0,1,0,1,1
FL,democrat,2018-10-13,0,0,0,0,0,0,0
FL,democrat,2018-08-15,1,1,0,1,0,1,1
FL,democrat,2018-08-11,1,1,0,1,0,1,1
FL,democrat,2018-06-28,0,0,0,0,0,0,0
FL,democrat,2018-01-18,7,3,4,1,4,5,1
FL,democrat,2018-06-08,1,1,0,0,0,0,0
FL,democrat,2018-06-26,2,2,0,2,0,2,2
FL,democrat,2018-01-07,1,1,0,0,0,0,0
FL,democrat,2018-08-12,2,2,0,2,0,2,2
FL,democrat,2018-01-26,1,1,0,1,0,1,1
FL,democrat,2018-05-14,1,1,0,1,0,1,1
FL,democrat,2018-05-08,8,4,4,3,3,6,3
FL,democrat,2018-03-12,2,2,0,1,0,1,1
FL,democrat,2018-06-09,0,0,0,0,0,0,0
FL,democrat,2018-05-06,1,1,0,0,0,0,0
FL,democrat,2018-09-22,0,0,0,0,0,0,0
FL,democrat,2018-10-11,1,1,0,1,0,1,1
FL,democrat,2018-06-21,1,1,0,1,0,1,1
FL,democrat,2018-04-30,2,1,1,1,1,2,1
FL,democrat,2018-08-05,0,0,0,0,0,0,0
FL,democrat,2018-03-03,45,23,24,23,24,47,23
FL,democrat,2018-05-28,3,2,1,2,0,2,2
FL,democrat,2018-01-31,12,6,6,4,6,10,4
FL,democrat,2018-05-01,2,2,0,2,0,2,2
FL,democrat,2018-03-10,2,1,1,1,1,2,1
FL,democrat,2018-07-06,1,1,0,0,0,0,0
FL,democrat,2018-06-05,2,2,0,1,0,1,1
FL,democrat,2018-10-06,1,1,0,1,0,1,1
FL,democrat,2018-06-11,1,1,0,1,0,1,1
FL,democrat,2018-07-05,0,0,0,0,0,0,0
FL,democrat,2018-12-05,3,3,0,0,0,0,0
FL,democrat,2018-01-19,1,0,1,0,0,0,0
FL,democrat,2018-08-14,1,1,0,1,0,1,1
FL,democrat,2018-09-18,0,0,0,0,0,0,0
FL,democrat,2018-12-24,1,1,0,1,0,1,1
FL,democrat,2018-11-24,1,1,0,0,0,0,0
FL,democrat,2018-10-24,0,0,0,0,0,0,0
FL,democrat,2018-12-29,3,3,0,0,0,0,0
FL,democrat,2018-04-15,1,1,0,0,0,0,0
FL,democrat,2018-03-07,13,7,6,6,6,12,6
FL,democrat,2018-02-24,4,3,1,3,1,4,3
FL,democrat,2018-10-04,0,0,0,0,0,0,0
FL,democrat,2018-07-03,0,0,0,0,0,0,0
FL,democrat,2018-06-24,2,2,0,2,0,2,2
FL,democrat,2018-09-23,0,0,0,0,0,0,0
FL,democrat,2018-06-01,2,2,0,2,0,2,2
FL,democrat,2018-02-23,4,3,1,3,1,4,3
FL,democrat,2018-06-06,0,0,0,0,0,0,0
FL,democrat,2018-04-01,1,0,1,0,1,1,0
FL,democrat,2018-07-28,1,1,0,0,0,0,0
FL,democrat,2018-04-24,2,2,0,1,0,1,1
FL,democrat,2018-09-15,1,1,0,1,0,1,1
FL,democrat,2018-04-14,4,4,0,3,0,3,3
FL,democrat,2018-12-31,2,1,1,0,1,1,0
FL,democrat,2018-11-10,5,0,5,0,5,5,0
FL,democrat,2018-06-12,2,0,2,0,2,2,0
FL,democrat,2018-09-10,0,0,0,0,0,0,0
FL,democrat,2018-10-09,2,2,0,2,0,2,2
