"user_id","user_party","user_state","followed_mcs","followed_mcs_dem","followed_mcs_rep","followed_mcs_dem_n","followed_mcs_rep_n","followed_mcs_sameparty_n","followed_mcs_samestate_n","followed_mcs_samestate_dem_n","followed_mcs_samestate_rep_n","followed_mcs_samestate_sameparty_n","followed_natmedia","followed_natmedia_n","followed_statemedia","followed_statemedia_n","followed_statemedia_samestate","followed_statemedia_samestate_n","followed_partisans_n","followed_partisans_sameparty_n"
"23546469","democrat","MA","75785294;242426145;442824717;310310133;232992031;21406834;242892689;1055907624;970207298","75785294;242426145;442824717;310310133;232992031;21406834;242892689;1055907624;970207298","","9","0","9","9","9","0","9","","0","95431448;2488541;16684965;32478637","4","16684965;2488541;95431448","3","341","340"
"72360510","republican","OH","313719282;814179031956488192;816298918468259841;4624539143;803694179079458816;193441812;51228911;815733290955112448;2337241560;18915145;2612307559;26637348;771152516;950783972;5511752","814179031956488192;816298918468259841;803694179079458816;193441812;815733290955112448;26637348;771152516;950783972","313719282;4624539143;51228911;18915145;2612307559;2337241560;5511752","8","7","7","6","0","6","6","","0","15627208;73179801","2","15627208;73179801","2","425","421"
"3956570123","democrat","NY","72198806;29442313;357606935;17494010;216776631","72198806;357606935;17494010","","3","0","3","2","2","0","2","759251;14511951;51241574","3","14677919;14676527;807095;16141413","4","14677919;14676527;807095;16141413","4","50","47"
"492334178","republican","UT","18170310","","18170310","0","1","1","1","0","1","1","","0","","0","","0","2","2"
"894689892134944768","republican","VA","","","","0","0","0","0","0","0","0","","0","23764675;14527393","2","23764675;14527393","2","32","12"
"36957404","democrat","NY","40302336;1872999342;467823431;182217410;33563161;164007407;17494010;817076257770835968;111635980;119250381;164369297;29450962;36948268;258900199;1055907624","40302336;1872999342;467823431;182217410;33563161;164007407;17494010;817076257770835968;111635980;119250381;164369297;29450962;36948268;258900199;1055907624","","15","0","15","12","12","0","12","759251","1","27863115;16664681;8862532;807095;17469289;11988052","6","27863115;8862532;807095;17469289;11988052","5","311","310"
"4581302902","republican","OH","18915145;59536644;51228911","","18915145;59536644;51228911","0","3","3","3","0","3","3","","0","109469773","1","109469773","1","126","125"
"1506015248","republican","MA","733751245;296361085","","733751245;296361085","0","2","2","0","0","0","0","759251","1","16684965;2488541;807095;95431448","4","16684965;2488541;95431448","3","50","44"
"43117323","democrat","VA","2319503065;15356407;323293114;2962868158;7429102;172858784;409719505;37481291;459051498;78445977","2319503065;2962868158;7429102;172858784;409719505;459051498;78445977","37481291;323293114;15356407","7","3","7","10","7","3","7","","0","17136814;24296023;19664134;8756502;16534226","5","17136814;24296023;19664134;8756502;16534226","5","432","420"
"86392440","republican","TX","743601590;23022687;97171189;23976316;15856366;93443168;13218102;19929362;237312687;12726012;26424123;18030431","","743601590;23022687;97171189;23976316;15856366;93443168;13218102;19929362;237312687;12726012;26424123;18030431","0","12","12","12","0","12","12","1367531","1","16365305;15342142;5692542;26937936;24942387;44513878","6","16365305;15342142;5692542;26937936;24942387;44513878","6","177","165"
"431049342","republican","OH","109579534;211530910;211420609;59536644;2612307559;1074480192;18916432;237348797;23022687;51228911;18915145;976969338;18166778;236916916;237750442;13491312;2337241560;963480595;234822928;733751245;727242919;15394954;17976923;216881337;15745368","13491312","109579534;211530910;211420609;59536644;2612307559;1074480192;18916432;237348797;23022687;51228911;18915145;976969338;18166778;236916916;237750442;2337241560;963480595;234822928;733751245;727242919;15394954;17976923;216881337;15745368","1","24","24","15","1","14","14","1367531","1","314550535;19040246;14334312;14076171;24878216;1728939649;18639958;10685542;40561493","9","314550535;19040246;14334312;14076171;24878216;1728939649;18639958;10685542;40561493","9","320","308"
"1532014123","republican","UT","18170310;233737858;37007274;233693291;211530910;85396297;37920978;1077121945;109071031;16056306;237312687;76456274;1051127714;14845376;23022687;18061669;262756641;26051676;234022257;7270292;33977070;21157904;235217558;110545675;15808765;109287731;235312723;555474658;202206694;432895323;293131808;15394954;25781141;247334603;19926675;1249982359;291756142;15745368;1060984272;171598736;776664410;1074480192;1061385474;248699486;237348797;1071102246;1092979962;246769138;19726613;41363507;19318314;17544524;237299871;32010840;190328374;234797704;234057152;50452197;31611298;237750442;1072008757;13218102;20113797;22509548;234822928;19394188;224294785;150078976;33537967;23970171;476256944;252819642;234374703;25086658;126171100;240760644;19929362;78403308;18696134;124224165;24735461;22012091;1096059529;76649729;43910797;264219447;15324851;234812598;237763317;72198806;235271965;240363117;242873057;5558312;18915145;216776631;18166778;296361085;1061029050;19739126;249787913;1071402577;241207373;733751245;15356407;75364211;235190657;216503958;18695134;22055226;216881337;20467163;239871673;29442313;221162525;52503751;357606935;161743731;234128524;17494010;252819323;211420609;18632666;20546536;18916432;242836537;237814920;217543151;970207298;266133081;15764644;382791093;31801993;600463589;188019606;229197216;22669526;23976316;236916916;88784440;1072467470;73303753;18566912;21269970;76452765;22545491;278124059;343171266;278145569;22527499","1060984272;22012091;171598736;85396297;357606935;43910797;15324851;17494010;1077121945;109071031;776664410;1061385474;1092979962;1071102246;242836537;970207298;76456274;1051127714;72198806;15764644;19318314;31801993;188019606;1061029050;22669526;50452197;249787913;15808765;109287731;31611298;1072467470;20113797;293131808;150078976;33537967;476256944;216503958;234374703;278124059;126171100;18695134;25781141;247334603;18696134","18170310;233737858;37007274;233693291;211530910;37920978;16056306;237312687;14845376;23022687;18061669;262756641;26051676;234022257;7270292;33977070;21157904;235217558;110545675;235312723;555474658;202206694;432895323;15394954;19926675;1249982359;15745368;291756142;1074480192;248699486;237348797;246769138;19726613;41363507;17544524;237299871;32010840;190328374;234797704;234057152;237750442;1072008757;13218102;22509548;234822928;19394188;224294785;23970171;252819642;25086658;240760644;19929362;78403308;124224165;24735461;1096059529;76649729;264219447;234812598;237763317;235271965;240363117;242873057;5558312;18915145;18166778;296361085;19739126;1071402577;241207373;733751245;15356407;75364211;235190657;22055226;216881337;20467163;239871673;221162525;52503751;161743731;211420609;234128524;252819323;18632666;20546536;237814920;18916432;217543151;266133081;382791093;600463589;229197216;23976316;236916916;88784440;73303753;18566912;21269970;76452765;22545491;343171266;278145569;22527499","44","104","104","5","0","5","5","759251;14511951;1367531;51241574","4","14677919;19512380;15754281;15050354;15369276;16910966;18480451;16664681;9763482;807095;15679641","11","15050354;19512380;15369276;16910966","4","24","23"
"56595468","democrat","MA","357606935;17494010;248495200;29450962;970207298;124540457;172858784;24195214;234014087;75785294;95546148;1129029661;36686040;310310133;21406834;2976598347;128664931;242426145;2293131060;1055907624","357606935;17494010;248495200;29450962;970207298;124540457;172858784;24195214;234014087;75785294;95546148;1129029661;36686040;310310133;21406834;128664931;242426145;2293131060;1055907624","2976598347","19","1","19","13","13","0","13","759251;14511951","2","95431448;16684965;82103906;2488541;41609621;476105634;313045596;807095;1671409176","9","95431448;16684965;82103906;41609621;2488541;476105634;313045596;1671409176","8","495","494"
"553823767","democrat","NV","4749863113;803694179079458816;17907578;811313565760163844;102178242;122174004","4749863113;803694179079458816;17907578;811313565760163844;102178242;122174004","","6","0","6","5","5","0","5","","0","9690012","1","9690012","1","22","21"
"146529195","republican","UT","18170310;14845376;23022687;237862972;88784440;26057209;16056306;343171266;22509548;1072008757;216881337;18916432;237348797;217543151;15745368","","18170310;14845376;23022687;237862972;88784440;26057209;16056306;343171266;22509548;1072008757;216881337;18916432;237348797;217543151;15745368","0","15","15","5","0","5","5","759251;1367531;51241574","3","14941706;17007478;15369276;16910966;154634714;15050354;192788396;807095","8","17007478;15369276;16910966;154634714;15050354;192788396","6","297","293"
"102792727","democrat","TX","743601590;20688358;15764644;1134292500;29442313;23976316;323440720;170111219;172858784;153944899;342863309;15856366;231510077;19929362","20688358;15764644;1134292500;323440720;170111219;172858784;153944899;342863309;231510077","15856366;743601590;19929362;23976316","9","4","9","11","7","4","7","51241574","1","16365305;24037404;5692542;370182075;14337705;18202079;501990563;15021918;44513878;8940342","10","16365305;24037404;5692542;370182075;14337705;18202079;501990563;15021918;44513878;8940342","10","157","142"
"15876673","republican","TX","18170310;15116570;24735461;97171189;10615232;2196360306;161743731;93443168;16056306;15751083;74198348;20546536;1074480192;18277655;18916432;237348797;237312687;12726012;217543151;743601590;19407835;16160352;19726613;23022687;24183358;281540744;15856366;21111098;295685416;7270292;18166778;26424123;20053279;373586796;19739126;23976316;26533227;88784440;15808765;13218102;22509548;18030431;2963445730;733751245;18566912;21269970;19394188;15356407;136526394;76452765;15428227;15394954;26062385;17976923;249288197;343171266;17896154;19926675;22055226;216881337;19929362;15745368","16160352;15808765","18170310;15116570;24735461;97171189;10615232;2196360306;161743731;93443168;16056306;15751083;74198348;20546536;1074480192;18277655;18916432;237348797;237312687;12726012;217543151;743601590;19407835;19726613;23022687;24183358;281540744;15856366;21111098;295685416;7270292;18166778;26424123;20053279;373586796;19739126;23976316;26533227;88784440;13218102;22509548;18030431;2963445730;733751245;18566912;21269970;19394188;15356407;136526394;76452765;15428227;15394954;26062385;17976923;249288197;343171266;17896154;19926675;22055226;216881337;19929362;15745368","2","60","60","28","0","28","28","14511951;1367531;51241574","3","16365305;95431448;281715255;5692542;9830752;17026617;26937936;15615783;18513241;15021918;16713771;24942387;44513878;8940342;15679641","15","16365305;281715255;5692542;9830752;17026617;26937936;15679641;15021918;16713771;24942387;44513878;8940342;15615783","13","1142","1130"
"380468726","democrat","MA","168673083;29442313;80612021;357606935;248495200;970207298;747806211983179776;461720085;1206227149;216776631;806906355214852096;75785294;815733290955112448;21406834;14135426;242926427;193441812;2293131060;1055907624;995193054;248735463","75785294;168673083;747806211983179776;80612021;461720085;357606935;193441812;815733290955112448;21406834;14135426;1206227149;2293131060;248495200;806906355214852096;1055907624;995193054;248735463;970207298","242926427","18","1","18","9","9","0","9","","0","16032913;14420767;11178352;18433491;28937654;14278568;16626603","7","16032913;14420767;11178352;28937654;18433491;14278568;16626603","7","555","555"
"1345917452","republican","VA","1467758983;234057152;15356407;130714799;37481291;216881337;323293114","","1467758983;234057152;15356407;130714799;37481291;216881337;323293114","0","7","7","6","0","6","6","1367531","1","8756502;23764675;15247163;16255892","4","8756502;23764675;15247163;16255892","4","52","50"
"2970511436","democrat","CA","4895651115;2409478435;21059255;15764644;236279233;239949176;29501253;36686040;476256944;803694179079458816;161411080;312134473;796736612554117120;24913074;30354991;398193180","4895651115;2409478435;21059255;15764644;236279233;239949176;29501253;36686040;476256944;803694179079458816;161411080;312134473;796736612554117120;24913074;30354991;398193180","","16","0","16","16","16","0","16","","0","188760481;19414861;19312573;10433782;14411304;17446621;16664681;807095","8","188760481;19414861;19312573;10433782;14411304;17446621;16664681","7","108","104"
"1098737419","republican","NY","72198806;2962813893;109579534;17494010","72198806;17494010","2962813893;109579534","2","2","2","4","2","2","2","","0","18727106;1337427558;581226573;369543400;20522509","5","18727106;1337427558;581226573;369543400;20522509","5","26","23"
"2148031273","republican","CA","50152441;29501253;803694179079458816;1074480192;18916432;237348797;23022687;21346398;3237898542;15745368;182052260;24913074;30354991;47798449;2327941633;19739126;88784440;1069124515;1128514404;22509548;63650107;30216513;733751245;15428227;476256944;161411080;216881337;193732179;398193180","30216513;29501253;803694179079458816;476256944;3237898542;161411080;24913074;30354991;193732179;398193180","50152441;1074480192;18916432;237348797;23022687;21346398;182052260;47798449;2327941633;19739126;88784440;1069124515;1128514404;22509548;63650107;733751245;15428227;216881337;15745368","10","19","19","21","10","11","11","51241574","1","188760481;19312573;18513241;36739057;19082263;16882281;14411304;14148802;17820493;23092822;16664681;807095","12","188760481;19312573;19082263;18513241;36739057;16882281;14411304;14148802;23092822;17820493;16664681","11","290","210"
"1112289313","republican","TX","23022687;97171189;816284664658874368;1074480192;13218102;18030431;217543151;15745368","","23022687;97171189;816284664658874368;1074480192;13218102;18030431;217543151;15745368","0","8","8","6","0","6","6","","0","44513878","1","44513878","1","33","32"
"16874913","republican","FL","18170310;20467163;818948638890217473;58579942;171598736;221162525;211420609;59536644;1730030220;1074480192;14275291;18916432;237348797;217543151;745372686596120576;23022687;20597460;819744763020775425;1074412920;262756641;26051676;274164368;400246874;1177437224;818472418620608512;487297085;2853309155;47798449;2327941633;796183515998068736;23976316;88784440;1209417007;1071900114;37094727;733751245;4433285713;23970171;17976923;25086658;38970940;33655490;216881337;1249982359;41403889;15745368","818472418620608512;745372686596120576;796183515998068736;171598736;20597460;819744763020775425;1730030220;38970940;400246874","18170310;20467163;818948638890217473;58579942;221162525;211420609;59536644;1074480192;14275291;18916432;237348797;217543151;23022687;1074412920;262756641;26051676;274164368;1177437224;487297085;2853309155;47798449;2327941633;23976316;88784440;1209417007;1071900114;37094727;733751245;4433285713;23970171;17976923;25086658;33655490;216881337;1249982359;41403889;15745368","9","37","37","23","6","17","17","759251;1367531;51241574","3","14304462;17001533;8737662;20629957;807095;11054902;17446277;1429761;12699932","9","14304462;17001533;8737662;20629957;11054902;17446277;1429761;12699932","8","340","335"
"114002089","democrat","MA","75785294;29442313;242426145;442824717;1064206014;21406834;14135426;26637348;128664931;970207298","75785294;242426145;442824717;1064206014;21406834;14135426;26637348;128664931;970207298","","9","0","9","6","6","0","6","","0","2409551936;24745038;274153743","3","2409551936;24745038;274153743","3","47","47"
"832419235980644352","democrat","CA","942156122;15764644;239949176;803694179079458816;36686040;476256944;15808765;378631423;24913074;30354991;248735463;970207298","942156122;15764644;239949176;803694179079458816;36686040;476256944;15808765;378631423;24913074;30354991;248735463;970207298","","12","0","12","10","10","0","10","","0","14677919;2168883326;30275911;23372163;14411304;19315665;1289321;807095;121597316","9","2168883326;30275911;23372163;14411304;19315665;1289321;121597316","7","78","78"
"36524859","republican","TX","733751245;23022687;19739126;2196360306;237348797;88784440;1074480192;13218102;18916432;2847221717;3609064098","","733751245;23022687;19739126;2196360306;237348797;88784440;1074480192;13218102;18916432;2847221717;3609064098","0","11","11","6","0","6","6","759251;1367531;51241574","3","16365305;776753443;15754281;5692542;29482764;26937936;807095;14337705;16409468;15021918;44513878;823993891;8940342;21426656;17595745","15","16365305;776753443;5692542;29482764;26937936;14337705;16409468;15021918;823993891;44513878;8940342;21426656;17595745","13","161","151"
"1390011588","democrat","IL","","","","0","0","0","0","0","0","0","","0","8960722;58490366","2","8960722;58490366","2","4","4"
"296550439","democrat","TX","168502762;743601590;20688358;1083448909;323440720;342863309;231510077;13218102;210926192","168502762;20688358;1083448909;323440720;342863309;231510077;210926192","743601590;13218102","7","2","7","9","7","2","7","","0","16365305;16258543;5692542;18004786;14337705;15021918;44513878;19919055;15615783","9","16365305;16258543;5692542;18004786;14337705;15021918;44513878;19919055;15615783","9","132","127"
"340423016","democrat","OH","29442313;357606935;43910797;24768753;15808765;1531521632;153486399;18915145;581141508;18829123;970207298","357606935;43910797;24768753;15808765;1531521632;153486399;581141508;18829123;970207298","18915145","9","1","9","7","6","1","6","","0","21412739;37954510;14267944;31567003;18245880;22795270;53584356;27715037;37007849;21319429;10685542;807095","12","21412739;37954510;14267944;31567003;18245880;22795270;53584356;27715037;37007849;21319429;10685542","11","138","129"
"27677135","republican","NY","","","","0","0","0","0","0","0","0","","0","17022537","1","17022537","1","3","2"
"790361671","republican","FL","733751245;58579942;20597460;23970171;15745368","20597460","58579942;733751245;23970171;15745368","1","4","4","4","1","3","3","1367531","1","16233017;29283211;15822299","3","16233017;29283211;15822299","3","114","112"
"2196718225","democrat","TX","111635527;4615689368;23022687;80612021;156333623","80612021;111635527;4615689368;156333623","23022687","4","1","4","5","4","1","4","759251;14511951","2","16365305;5692542;16166076;16621190;15021918;44513878;8940342","7","16365305;5692542;16166076;16621190;15021918;44513878;8940342","7","48","44"
"2212905492","democrat","VA","2319503065;2962868158;7429102;172858784;409719505;459051498;125706625;78445977","2319503065;2962868158;7429102;172858784;409719505;459051498;125706625;78445977","","8","0","8","8","8","0","8","759251;51241574","2","23764675;807095;52461655;303919703","4","23764675;52461655;303919703","3","132","127"
"18164385","republican","UT","18170310;29442313;148006729;712783082336571392;88784440;15808765;26057209;262756641;343171266;1072008757;216776631;18916432","15808765","18170310;148006729;712783082336571392;88784440;26057209;262756641;343171266;1072008757;18916432","1","9","9","8","0","8","8","759251;14511951;1367531;51241574","4","14677919;19512380;36198016;17007478;15369276;16910966;38473607;154634714;16664681;15050354;807095","11","19512380;36198016;17007478;15369276;16910966;38473607;154634714;15050354","8","122","118"
"1411017944","democrat","NJ","72198806;74508260;18695134","72198806;74508260;18695134","","3","0","3","2","2","0","2","759251","1","","0","","0","32","30"
"202231820","democrat","NJ","407039290;248495200;29450962;1092979962;970207298;74508260;2962994194;1265423480;30354991;815310506596691968;21059255;15808765;3122099613;1473761198;2340948996;18695134;431105217;2968451607;18696134","74508260;1473761198;431105217;21059255;407039290;2340948996;15808765;970207298;1265423480;29450962;18695134;248495200;2968451607;815310506596691968;30354991;1092979962;18696134;3122099613","2962994194","18","1","18","13","12","1","12","14511951","1","15062527;20524105;34677788;21021385;9763482","5","15062527;21021385;34677788;20524105","4","179","173"
"1543501346","democrat","NJ","3122099613;407039290;2340948996;15808765;31801993;1265423480;18695134;18696134;815310506596691968","3122099613;407039290;2340948996;15808765;31801993;1265423480;18695134;18696134;815310506596691968","","9","0","9","9","9","0","9","759251;14511951;51241574","3","15062527;118770011;14909815;22527376;17498747;20524105;14179819;24751297;552962943;34677788;11877492;27989791;21021385;11344472","14","15062527;118770011;14909815;22527376;17498747;20524105;24751297;14179819;552962943;34677788;11877492;27989791;21021385;11344472","14","81","73"
"106237226","republican","FL","20467163;58579942;1074480192;48117116;14275291;18916432;14845376;23022687;216881337;281540744;26051676;19739126;1071900114;733751245;19394188;25086658;343171266;38970940;33655490;28423263;15745368","38970940","20467163;58579942;1074480192;48117116;14275291;18916432;14845376;23022687;216881337;281540744;26051676;19739126;1071900114;733751245;19394188;25086658;343171266;33655490;28423263;15745368","1","20","20","10","1","9","9","1367531","1","14085040;14304462;15822299;36948979","4","14085040;36948979;15822299;14304462","4","132","130"
"545955539","republican","FL","20467163;58579942;20597460;1058807868;219010139;26051676;38970940;33655490;15745368","20597460;38970940","20467163;58579942;1058807868;219010139;26051676;33655490;15745368","2","7","7","8","2","6","6","1367531","1","14304462;17129404;14247572;14085040;15822299","5","14304462;17129404;14247572;14085040;15822299","5","88","84"
"236534618","republican","TX","743601590;18566912;24735461;20688358;23022687;23976316;15751083;249288197;1074480192;231510077;13218102;22055226;216881337","20688358;231510077","743601590;18566912;24735461;23022687;23976316;15751083;249288197;1074480192;13218102;22055226;216881337","2","11","11","12","2","10","10","1367531","1","16365305;5692542;15021918;44513878;8940342;15679641","6","16365305;5692542;15021918;44513878;8940342;15679641","6","70","66"
"149586061","democrat","VA","15356407;7429102;172858784;161791703;459051498;125706625;78445977","7429102;172858784;161791703;459051498;125706625;78445977","15356407","6","1","6","7","6","1","6","","0","304030991;23764675;21344229;303855296","4","304030991;23764675;21344229;303855296","4","139","137"
"2888281061","democrat","IL","1339931490;15808765;36948268;247334603;1092979962;1058520120;970207298","1339931490;15808765;36948268;247334603;1092979962;1058520120;970207298","","7","0","7","5","5","0","5","","0","16826147;19206905","2","16826147;19206905","2","480","477"
"390331577","republican","OH","","","","0","0","0","0","0","0","0","","0","15673261;17871626","2","15673261;17871626","2","28","27"
"2260527270","democrat","NY","29442313;29501253;17494010;970207298;72198806;1051127714;182217410;787373558;111635980;221792092;216776631;3145735852;164007407;30354991;239548513;33563161;21059255;756285384;36686040;73303753;40302336;817076257770835968;811313565760163844","29501253;17494010;970207298;72198806;1051127714;182217410;787373558;111635980;221792092;3145735852;164007407;30354991;239548513;33563161;21059255;36686040;40302336;817076257770835968;811313565760163844","756285384;73303753","19","2","19","11","10","1","10","759251","1","11988052;15738599;9763482;807095;17469289","5","15738599;9763482;807095;17469289;11988052","5","194","193"
"23441791","democrat","NY","72198806;182217410;15764644;29442313;15874918;26283468;17494010;15808765;1072467470;221792092;164007407","72198806;182217410;15764644;26283468;17494010;15808765;1072467470;221792092;164007407","15874918","9","1","9","8","7","1","7","759251;14511951;51241574","3","15754281;17022537;43805270;930441270;386163434;13062472;18995454;20538284;9802132;8861182;97030466;9763482;807095;17630125;112772431;26996798;18817538;17448662;13436572;17469289;313344689;15738599;45564482;8862532;35878291;18198403","26","17022537;43805270;930441270;386163434;13062472;18995454;20538284;9802132;8861182;97030466;9763482;807095;17630125;112772431;18817538;26996798;17448662;13436572;17469289;313344689;15738599;45564482;8862532;35878291;18198403","25","335","323"
"100871017","republican","UT","1074480192;88784440","","1074480192;88784440","0","2","2","1","0","1","1","","0","15050354;19512380;15369276","3","15050354;19512380;15369276","3","4","4"
"69995700","democrat","CA","21059255;2371339658;133028836;29501253;803694179079458816;30354991;193732179;398193180","21059255;2371339658;133028836;29501253;803694179079458816;30354991;193732179;398193180","","8","0","8","8","8","0","8","759251;14511951;51241574","3","188760481;19415444;1465457538;25375098;2616203114;59585516;335617594;807095;19312573;25375420;17718497;17525171;16664681;41429340;83234555;25123666;72981376","17","188760481;19415444;1465457538;25375098;335617594;59585516;2616203114;25375420;19312573;17718497;17525171;16664681;41429340;83234555;72981376","15","338","333"
"2474731609","republican","AZ","","","","0","0","0","0","0","0","0","","0","","0","","0","100","100"
"3303699483","democrat","NY","72198806;1051127714;467823431;182217410;80612021;756285384;381152398;17494010;787373558;111635980;571214272","72198806;1051127714;467823431;182217410;80612021;381152398;17494010;787373558;111635980;571214272","756285384","10","1","10","8","7","1","7","","0","63363893;818040343;18995454;9763482;807095","5","63363893;818040343;18995454;9763482;807095","5","146","146"
"354041953","republican","TX","1379584350;24735461;1480852568;23022687;23976316;93443168;1074480192;2756069574;13218102","","1379584350;24735461;1480852568;23022687;23976316;93443168;1074480192;2756069574;13218102","0","9","9","8","0","8","8","","0","44513878","1","44513878","1","512","512"
"44122678","republican","VA","733751245;19394188;23022687;15356407;323293114;2933760046;37920978;130714799;46184745;37481291;216881337;18916432;7429102;15745368","7429102","733751245;19394188;23022687;15356407;2933760046;37920978;130714799;46184745;37481291;216881337;18916432;323293114;15745368","1","13","13","8","1","7","7","1367531;51241574","2","23764675;304032876","2","23764675;304032876","2","118","100"
"2927086494","republican","TX","743601590;23022687","","743601590;23022687","0","2","2","2","0","2","2","","0","16365305;44513878","2","16365305;44513878","2","28","27"
"2426056399","democrat","CA","398193180","398193180","","1","0","1","1","1","0","1","","0","19185307;12334212;14411304;17926257;8249162;8249832","6","19185307;12334212;14411304;17926257;8249162;8249832","6","17","11"
"246086966","democrat","MT","357606935;17494010;970207298","357606935;17494010;970207298","","3","0","3","0","0","0","0","","0","36708793","1","36708793","1","32","32"
"563908225","democrat","FL","","","","0","0","0","0","0","0","0","","0","17446277;1429761","2","17446277;1429761","2","2","1"
"185270935","democrat","IL","","","","0","0","0","0","0","0","0","51241574","1","7313362;18148466;15754281;24011759;16381558;12811952;16104602","7","7313362;18148466;24011759;16381558;12811952;16104602","6","18","18"
"14801813","democrat","IL","733751245;16160352;23022687;20747881;1009269193;308794407;1071402577;36948268;247334603;56864092;1080844782;1058520120","16160352;20747881;1009269193;308794407;36948268;247334603;56864092;1080844782;1058520120","733751245;23022687;1071402577","9","3","9","6","6","0","6","51241574","1","7313362;95431448;18148466;293129700;30284449;16381558;12811952;18703718;16104602;17543416;13604262;807095","12","7313362;18148466;30284449;293129700;16381558;12811952;18703718;16104602;17543416;13604262","10","373","358"
"4196559213","democrat","OH","582070020;43910797;1531521632;153486399;13491312","582070020;43910797;1531521632;153486399;13491312","","5","0","5","5","5","0","5","","0","52568067;11777302;31482567;15763558;10685542","5","52568067;11777302;31482567;15763558;10685542","5","65","56"
"478592159","republican","MA","733751245;242426145;442824717;18916432","242426145;442824717","733751245;18916432","2","2","2","2","2","0","0","","0","","0","","0","13","10"
"38442478","democrat","OH","24768753;43910797;582070020;1531521632;153486399;581141508;13491312;23593446;466532637","24768753;43910797;582070020;1531521632;153486399;581141508;13491312;23593446;466532637","","9","0","9","8","8","0","8","","0","50291714;58791130;56410041;16116116;2534014316;53408960;109469773;208650694;15763558;10685542;17869846;34543494;86178449;77312280;58824655;499016441;17502336;34985745;16825847;83613487;17870329;14076171;24878216;78957670;921945348;31482567;58540567;73179801;18169582;21412739;314550535;14267944;15688704;19040246;211539279;58500450;22795270;58529506;24209004;75382418;11777302;21319429;27715037;73181867;29209295;73181443;111373879;20797283;28489820;15627208;31567003;18245880;264388014;14095883;23490604;15689607;21004741;263349357;28899666;285736926","60","50291714;58791130;56410041;16116116;2534014316;53408960;109469773;208650694;15763558;10685542;17869846;86178449;499016441;77312280;34543494;58824655;17502336;34985745;16825847;83613487;17870329;14076171;24878216;78957670;921945348;73179801;58540567;31482567;18169582;21412739;314550535;14267944;15688704;19040246;211539279;58500450;58529506;22795270;24209004;75382418;11777302;21319429;27715037;73181867;29209295;73181443;111373879;20797283;28489820;15627208;31567003;18245880;264388014;14095883;23490604;15689607;21004741;263349357;28899666;285736926","60","920","789"
"2492081850","democrat","IL","72198806;15764644;29442313;1009269193;476256944;308794407;24195214;1045110018;278005891;1730030220;36948268;18695134;216776631;247334603;328679423;56864092;1058520120;970207298","72198806;15764644;1009269193;476256944;308794407;24195214;1045110018;278005891;1730030220;36948268;18695134;328679423;247334603;56864092;1058520120;970207298","","16","0","16","9","9","0","9","51241574","1","18148466;15754281;30284449;8960722;2348821724;1377584916;16381558;12811952;16104602;17543416;13604262;74961830;16664681;760664437","14","18148466;8960722;30284449;2348821724;1377584916;16381558;12811952;16104602;17543416;13604262;74961830;760664437","12","547","541"
"147696336","republican","FL","20467163;818948638890217473;58579942;3170031728;23022687;23970171;274164368;1177437224;1071900114;15745368","","20467163;818948638890217473;58579942;3170031728;23022687;23970171;274164368;1177437224;1071900114;15745368","0","10","10","9","0","9","9","759251;1367531;51241574","3","15754281;17129404;36948979;14085040;1429761;15822299;12699932;17469289","8","17129404;36948979;14085040;1429761;15822299;12699932","6","270","268"
"150400809","democrat","NY","240812994;1051127714;72198806;182217410;15874918;15808765;17494010;721127537674489856;111635980;119250381;164369297;221792092;571214272;328679423;258900199","240812994;1051127714;72198806;182217410;15808765;17494010;721127537674489856;111635980;119250381;164369297;221792092;571214272;328679423;258900199","15874918","14","1","14","13","12","1","12","759251;14511951;51241574","3","22059385;313344689;63363893;318550411;15738599;17448662;818040343;18995454;8862532;9763482;22049155;807095;17469289;11988052","14","22059385;313344689;63363893;318550411;15738599;11988052;17448662;818040343;18995454;8862532;9763482;22049155;807095;17469289","14","249","245"
"70055350","republican","OH","4624539143;2612307559;742735530287304704","","4624539143;2612307559;742735530287304704","0","3","3","3","0","3","3","","0","15688704","1","15688704","1","98","98"
"102709037","republican","TX","743601590;1379584350;24735461;23022687;816284664658874368;24183358;295685416;1074480192;377534571;13218102;1137590713;3609064098","","743601590;1379584350;24735461;23022687;816284664658874368;24183358;295685416;1074480192;377534571;13218102;1137590713;3609064098","0","12","12","12","0","12","12","1367531","1","27728235;26937936;44513878;6573302","4","27728235;26937936;44513878;6573302","4","58","57"
"798036793891246080","democrat","CA","161411080;30354991;398193180","161411080;30354991;398193180","","3","0","3","3","3","0","3","","0","10433782;19312573","2","10433782;19312573","2","33","33"
"4830736600","republican","IL","247334603;3107996233;18004222;219429281","247334603","219429281;3107996233;18004222","1","3","3","4","1","3","3","51241574","1","7313362;102446961;18148466;8960722;60678378;12811952;14873724;18703718;13604262;351726959","10","7313362;102446961;18148466;8960722;60678378;12811952;14873724;18703718;13604262;351726959","10","46","31"
